Instrument,Biodiversity Targets,Targets Pollution,Cost of Pollution and Waste,Policy Waste,Commitment to Align Disclosures with TCFD Recommendations,Scope 1 Estimated Date,Emission Controversies Count,Fossil Fuel Debt Finance count,Climate Risk Insurance Count,Wastewater Management Controversies Count,Low Carbon Transition Controversies Count,Pollution Controversies Count,Total Waste To EVIC USD in million,Water Pollutant Emissions To EVIC USD in million,Ozone-Depleting Substances To EVIC USD in million,SOx Emissions To EVIC USD in million,Biodiversity Due Diligence,Biodiversity Risk Assessment,Biodiversity Commitment,Targets Waste,Policy Pollution,Facilities Water Discharge,Reporting Against the TCFD Recommendations,Scope 2 Estimated Date,Recent Emission Controversies Count,Recent Fossil Fuel Debt Finance Count,Recent Climate Risk Insurance Count,Recent Wastewater Management Controversies Count,Recent Pollution Controversies Count,Total Hazardous Waste To EVIC USD in million,Flaring Gases To EVIC USD in million,NOx Emissions To EVIC USD in million,VOC Emissions To EVIC USD in million,Accidental Spills To EVIC USD in million,"GHG Emissions Direct, Scope 1 - 5 year CAGR","GHG Emissions Indirect, Scope 2 - 5 year CAGR",CO2 Estimation Method,Ozone-Depleting Substances,NOx Emissions,VOC or Particulate Matter Emissions Reduction,Particulate Matter Emissions Reduction,Total Hazardous Waste To Revenues USD in million,Non-Hazardous Waste,TRWASTERECYCLINGRATIO,TRWASTEREDUCTIONINITIATIVES,Water Pollutant Emissions To Revenues USD in million,TRWATERPOLLUTANTEMISSIONS,"GHG Emissions Direct, Scope 1 - 3 year CAGR","GHG Emissions Indirect, Scope 2 - 3 year CAGR",Total CO2 Equivalent Emissions To Million Revenues USD YoY,Estimated CO2 Equivalents Emission Total,Flaring Gases,NOx and SOx Emissions Reduction,SOx Emissions,TRVOCEMISSIONSREDUCTION,TRVOCEMISSIONS,Waste Recycled To Total Waste,TRWASTETOTAL,TRWASTERECYCLEDTOTAL,Hazardous Waste,e-Waste Reduction,TRWATERDISCHARGED,ISO 14000 or EMS,EMS Certified Percent,Staff Transportation Impact Reduction,Environmental Expenditures Investments,Environmental Provisions,Self-Reported Environmental Fines,Flaring Gases To Revenues USD in million,NOx Emissions To Revenues USD in million,VOC Emissions To Revenues USD in million,Self-Reported Environmental Fines To Revenues in million,Environmental Restoration Initiatives,Accidental Spills,Environmental Expenditures,Environmental Investments Initiatives,Environmental Partnerships,Ozone-Depleting Substances To Revenues USD in million,SOx Emissions To Revenues USD in million,Accidental Spills To Revenues USD in million,Policy Nuclear Safety
ON.OQ,,,,,,,,,,,,,0.839038677032466,,,,,,,,,,,,,,,,,0.303965055374297,,,,,,,Reported,0.0,,0,0,1.46028072049616,17325.0,,,,,,,,3268660.0,,0,,,,0.681525380056686,,,9842.0,1,,ISO 14000,,1,0,,,,,,,1,,,0,1,0.0,,,0
AIG.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,90337.0,,0,,,,,,,,0,,No,,0,0,,,,,,,0,,,0,1,,,,0
AIZ.N,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,16802.0,,0,,,,,,,,1,,ISO 14000,,1,1,,,,,,,0,,,1,0,,,,0
CARR.N,,,,,0,,,,,,,,1.19721842424905,,,,,,,,,,0,,,,,,,0.039835141197476,,,,,,,Reported,,,1,1,0.109833600155242,65779.0,,,,,,,,465136.0,,0,,,,0.884220272474759,,,2264.0,0,,ISO 14000,,0,1,,,,,,,1,,,1,0,,,,0
EVRG.OQ,,,,,,,,,,,,,16.0156419329623,,,0.130393348736285,,,,,,,,,,,,,,7.7575319914e-05,,0.432788626890145,,,,,Reported,,11660.0,0,0,0.000374102779816,431484.26,,,,,,,,26542700.0,,0,3513.0,,,,,,2.09,1,,No,,1,1,,,,2.08709971897542,,,1,,,1,1,,0.628814863873127,,0
SMCI.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,7645.0,,0,,,,,,,,0,,ISO 14000,,0,0,,,,,,,0,,,0,0,,,,0
COST.OQ,0,0,0,1,1,,,,,,,,5.87816210303051,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,2831620.0,,0,,,,0.798999999999309,,,,0,,No,,1,,,,,,,,0,,,1,1,,,,0
MCO.N,,,,,1,,,,,,,,0.005360872626389,,,,,,,,,,1,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,7729.0,,0,,,,0.651162790697674,,,,0,,No,,1,0,,,,,,,0,,,0,1,,,,0
DIS.N,0,0,0,1,1,,,,,,,,0.357512283510059,,,,0,0,0,1,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,1179210.0,,0,,,,,,,,0,,No,,0,,,,,,,,1,,,1,1,,,,0
LULU.OQ,0,0,0,1,0,,,,,,,,,,,,0,0,0,0,1,0,0,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,20374.0,,0,,,,,,,,0,,No,,0,0,,,,,,,0,,,0,1,,,,0
PAYX.OQ,0,0,0,1,1,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,Reported,,,1,0,,,,,,,,,,6571.81,,0,,,,,,,,1,,No,,1,0,,,,,,,1,,,0,0,,,,0
WSM.N,,,,,1,,,,,,,,7.42226633052504,,,,,,,,,,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,87293.0,,0,,,,0.449865575377117,,,,1,,No,,0,,,,,,,,0,,,1,1,,,,0
AMD.OQ,0,0,0,0,1,,,,,,,,0.002579284841886,,0.00893133939767,,0,0,0,0,0,0,1,,,,,,,2.2625305631e-05,,,,,,,Reported,1579.0,,0,0,0.000243397833759,452.0,,,,,,,,43536.0,,0,,,,0.842105263157895,,,4.0,1,,No,,1,0,3800000,0.0,,,,0.0,1,,,0,1,0.096081294876476,,,0
REG.OQ,,,,,1,,,,,,,,8.77417016690977,,,,,,,,,,1,,,,,,,,,,,,,,Reported,,,,0,0.0,146462.0,,,,,,,,25342.0,,0,,,,0.287146153951196,,,0.0,0,,No,,0,0,,0.0,,,,0.0,0,,,0,1,,,,0
DHI.N,0,0,0,1,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,109734.0,,0,,,,,,,,0,,No,,0,0,,,,,,,0,,,0,1,,,,0
TTD.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Median,,,,0,,,,,,,,,,2455.11,,0,,,,,,,,0,,No,,0,,,,,,,,0,,,0,0,,,,0
TRV.N,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,33477.0,,0,,,,,,,,0,,No,,1,0,,,,,,,1,,,0,1,,,,0
MOS.N,,,,,1,,,,,,,,15322.117282289,1.25402704144357,,0.879581210513833,,,,,,,1,,,,,,,0.393264294180682,,0.223014384935245,0.011956482176015,,,,Reported,,4290.0,0,0,0.612183792707204,294735230.0,,,1.95210966708207,,,,,4530000.0,,0,16920.0,,,9.4998081293e-05,,,7565.0,0,,No,,0,1,57300000,45000.0,,0.347160405910628,0.018612329454416,3.64154271934226,1,,410000000,0,1,,1.36922006247269,,0
WDC.OQ,,,,,,,,,,,,,0.062597018090638,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,1045140.0,,0,,,,0.95,,,,1,,ISO 14000,,0,0,,0.0,,,,0.0,1,,,0,1,,,,0
VTR.N,,,,,,,,,,,,,1.60844048605632,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,0.0,52314.19,,,,,,,,394623.0,,0,,,,0.001810980921238,,,0.0,0,,EMS,,0,1,,,,,,,0,,,1,1,,,,0
IVZ.N,,,,,1,,,,,,,,0.011057530299576,,,,,,,,,,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,13154.0,,0,,,,0.666666666666667,,,,1,,ISO 14000,76.0,0,0,,,,,,,0,,,0,1,,,,0
ZBRA.OQ,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,12300.0,,0,,,,,,,,0,,ISO 14000,,0,0,,,,,,,0,,,0,0,,,,0
AMAT.OQ,0,0,0,1,1,,,,,,,,0.144368264413851,,,,0,0,0,0,1,0,1,,,,,,,0.003880867322953,,,,,,,Reported,,,0,0,0.021679746780558,18100.0,,,,,,,,189483.0,,0,,,,0.67741935483871,,,500.0,0,,ISO 14000,16.52174,1,0,,,,,,,0,,,0,1,,,,0
STX.OQ,,,,,1,,,,,,,,1.19714984525346,,,,,,,,,,0,,,,,,,0.378364480393626,,,,,,,Reported,0.0,,0,0,0.887650969010392,20517.0,,,,,,,,1226890.0,,0,,,,0.885059003933596,,,9481.0,1,,ISO 14000,100.0,0,0,,,,,,,0,,,0,0,0.0,,,0
FDS.N,,,,,0,,,,,,,,,,,0.000123836017897,,,,,,,0,,,,,,,,,0.000200145780276,,,,,Reported,,2.99,0,0,,,,,,,,,,6021.0,,0,1.85,,,,,,,1,,No,,0,0,,,,0.001878789782902,,,1,,,0,0,,0.001162461905809,,0
KVUE.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYK.N,0,0,0,1,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,174442.0,,0,,,,,,,,0,,ISO 14000,,0,0,,,,,,,1,,,0,0,,,,0
DELL.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,0,0,,12505.0,,,,,,,,401100.0,,0,,,,,,,,0,,ISO 14000,100.0,0,1,,0.0,,,,0.0,1,,0,0,1,,,,0
VRSN.OQ,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Median,,,,0,,,,,,,,,,3448.1,,0,,,,,,,,1,,No,,1,,,,,,,,0,,,0,0,,,,0
TECH.OQ,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,17593.0,,0,,,,,,,,1,,ISO 14000,5.88235,1,,,,,,,,1,,,0,0,,,,0
NVR.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Median,,,0,0,,,,,,,,,,41254.1,,0,,,,,,,,0,,No,,0,0,,,,,,,0,,,0,0,,,,0
JBL.N,0,0,0,1,0,,,,,,,,16.0577388718257,,,,0,0,0,1,1,0,0,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,1788320.0,,0,,,,0.589549002601908,,,,1,,ISO 14000,,0,0,,,,,,,1,0.0,,0,1,,,,0
XYZ.N,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,15454.0,,0,,,,,,,,0,,No,,0,1,,,,,,,0,,10000000,1,0,,,,0
LOW.N,0,0,0,1,1,,,,,,,,5.12660797068987,,,,0,0,0,0,0,0,1,,,,,,,0.00978930030562,,,,,,,Reported,,,,0,0.015737134055828,737000.0,,,,,,,,1971000.0,,0,,,,0.280332064842025,,,1410.0,0,,No,,0,,,,,,,,0,,,0,1,,,,0
BSX.N,,,,,1,,,,,,,,0.183839692394212,,,,,,,,,,0,,,,,,,0.015704320733636,,,,,,,Reported,,,,0,0.091941453566622,11702.0,,,,,,,,52284.0,,0,,,,0.870339976553341,,,1093.0,1,,ISO 14000,,0,1,,0.0,,,,0.0,1,,,1,0,,,,0
SYY.N,0,0,0,1,0,,,,,,,,,,,,0,0,0,1,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,1317680.0,,0,,,,,,,,0,,No,,0,0,,,,,,,0,,,0,1,,,,0
FCX.N,,,,,,,,,,,,,8284.75312867066,,2.50725852e-07,0.087754048163941,,,,,,,,,,,,,,3698.57488248268,,0.595473898255317,0.106558487056215,,,,Reported,0.02,47500.0,1,1,12914.3970234187,365832100.0,,,,,,,,7189710.0,,0,7000.0,,,0.000189752315727,,,295029400.0,1,,Both,100.0,0,1,1700000000,18951.0,,2.07922959072007,0.372072663602539,0.829546946815496,1,,300000000,0,1,8.75465091e-07,0.306412781790326,,0
MAS.N,,,,,,,,,,,,,2.31383414195778,,,,,,,,,,,,,,,,,0.115691707097889,,,,,,,Reported,,,0,0,0.281194029850746,44745.0,,,,,,,,135000.0,,0,,,,,,,2355.0,0,,ISO 14000,20.0,1,0,,,,,,,1,,,0,0,,,,0
BEN.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,32460.0,,0,,,,,,,,1,,No,,1,0,,,,,,,1,,,0,1,,,,0
META.OQ,0,0,0,1,0,,,,,,,,,,,,0,0,0,1,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,3135370.0,,0,,,,,,,,1,,No,,1,,,,,,,,0,,,0,1,,,,0
PAYC.N,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,10663.0,,0,,,,,,,,1,,No,,0,,,,,,,,1,,,0,1,,,,0
EXPE.OQ,0,0,0,1,1,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,17447.0,,0,,,,,,,,1,,No,,1,0,,,,,,,1,,,0,1,,,,0
RJF.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,39855.0,,0,,,,,,,,0,,No,,1,0,,,,,,,1,,,0,1,,,,0
CL.N,0,0,0,1,1,,,,,,,,2.16255070660263,,,,0,0,0,1,0,0,1,,,,,,,0.037718907673302,,0.003759317798106,,,,,Reported,,299.0,1,1,0.172205958326158,169000.0,,,,,,,,588800.0,,1,,,,0.334313953488372,,,3000.0,0,,Both,,0,1,,0.0,,0.017163193846507,,0.0,1,,,1,1,,,,0
VICI.N,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,2637.7,,0,,,,,,,,1,,No,,0,0,,,,,,,0,,,0,0,,,,0
UNH.N,0,0,0,1,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,520650.0,,0,,,,,,,,0,,No,,1,,,,,,,,0,,,0,0,,,,0
ARE.N,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Reported,,,,0,,8568.0,,,,,,,,227110.0,,0,,,,0.411,,,,0,,No,,1,1,,0.0,,,,0.0,0,,,1,0,,,,0
GEN.OQ,0,0,0,1,1,,,,,,,,0.240767190133222,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,18550.0,,0,,,,0.936918304033092,,,,1,,No,,1,,,0.0,,,,0.0,1,,,0,1,,,,0
LLY.N,0,0,0,1,1,,,,,,,,0.419495519900628,,,,0,0,0,1,0,0,1,,,,,,,0.071100935576378,,,,,,,Reported,,,0,0,0.706254590654839,98000.0,,,,,,,,645000.0,,0,,,,0.915254237288136,,,20000.0,0,,ISO 14000,,0,0,,3000.0,,,,0.105938188598226,0,0.0,,0,1,,,,0
DAY.N,,,,,,,,,,,,,0.017767792015515,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,7551.0,,0,,,,,,,,0,,No,,1,,,,,,,,0,,,0,0,,,,0
GRMN.N,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Energy,,,,0,,,,,,,,,,144703.0,,0,,,,,,,,1,,ISO 14000,,0,0,,,,,,,0,,,0,0,,,,0
PODD.OQ,,,,,1,,,,,,,,0.041275934348651,,,,,,,,,,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,4209.0,,0,,,,,,,,1,,No,,0,0,,,,,,,0,,,0,0,,,,0
ISRG.OQ,0,0,0,1,1,,,,,,,,,,,,0,0,0,0,1,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,28383.0,,0,,,,,,,,1,,ISO 14000,,1,0,,,,,,,0,,,0,0,,,,0
AVB.N,0,0,0,1,1,,,,,,,,,,,,0,0,0,1,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,92557.0,,,,,,,,61602.0,,0,,,,,,,,0,,No,,0,1,,,,,,,1,,4110000,1,1,,,,0
TPR.N,,,,,,,,,,,,,0.311899691850645,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,41437.0,,0,,,,0.86,,,,1,,No,,0,,,,,,,,0,,,0,1,,,,0
CBRE.N,,,,,1,,,,,,,,0.010347806193064,,,,,,,,,,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,99650.0,,0,,,,0.330120481927711,,,,1,,ISO 14000,87.5,0,,,0.0,,,,0.0,0,,,0,1,,,,0
CINF.OQ,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,24154.0,,0,,,,,,,,1,,No,,1,0,88000000,,,,,,0,,,0,0,,,,0
WMB.N,,,,,,,,,,,,,,,,0.007410295448346,,,,,,,,,,,,,,,2.82487355789031,0.48558115080939,0.13743513069897,1.2752601469e-05,,,Reported,,28177.0,1,0,,,,,,,,,,11920000.0,163920,1,430.0,,,,,,,1,,No,,0,1,,29528.0,,2.65145384398231,,2.778582854992,1,0.74,5000000,1,1,,0.04046297167592,6.9633951256e-05,0
EA.OQ,0,0,0,1,1,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Energy,,,,0,,,,,,,,,,13322.3,,0,,,,,,,,0,,No,,1,,,,,,,,0,,,0,1,,,,0
TMUS.OQ,0,0,0,0,0,,,,,,,,0.176202922851418,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,2964080.0,,0,,,,0.690904684951896,,,,1,,No,,1,0,,,,,,,1,,,0,1,,,,0
CB.N,0,0,0,0,1,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,60103.0,,0,,,,,,,,1,,No,,0,0,,,,,,,1,,,0,1,,,,0
TXN.OQ,0,0,0,1,0,,,,,,,,0.241020314129491,,,,0,0,1,0,0,0,0,,,,,,,0.077789654298999,,0.000417331429194,0.000602041978718,,,,Reported,,75.87,1,0,0.770933275185347,29675.0,,,,,,,,2302780.0,,1,,,,0.896341602574343,,,14142.0,1,,ISO 14000,100.0,1,1,,,,0.00413595726123,0.005966528565198,,1,,,1,1,,,,0
MDLZ.OQ,0,0,0,1,0,,,,,,,,2.40928157904096,,,,0,0,0,1,1,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,1536110.0,,0,,,,,,,,0,,No,,1,1,,,,,,,0,,,1,1,,,,0
BRO.N,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Median,,,,0,,,,,,,,,,6660.34,,0,,,,,,,,0,,No,,0,0,,,,,,,0,,,0,0,,,,0
BALL.N,0,0,0,1,1,,,,,,,,3.33853567919156,,,7.8985549585e-05,0,0,0,0,0,0,0,,,,,,,0.420697780771348,,0.013164258264228,0.328228839388076,,,,Reported,,330.0,1,1,0.788662877654801,13332.0,,,,,,,,1252830.0,,1,1.98,,,0.260150555621938,,,10546.0,0,,ISO 14000,65.0,0,1,,25000.0,,0.024678432545618,0.615315584804068,,0,,,1,1,,0.000148070595274,,0
PFG.OQ,0,0,0,0,1,,,,,,,,0.031953177954839,,,,0,0,0,0,0,0,1,,,,,,,0.001790116488866,,,,,,,Reported,,,,0,0.003212492707065,751.5,,,,,,,,33198.0,,0,,,,0.692877779173471,,,44.6,1,,No,,0,1,,,,,,,1,,,1,0,,,,0
KEYS.N,,,,,1,,,,,,,,0.211423844787151,,,,,,,,,,1,,,,,,,0.009474981385291,,,,,,,Reported,,,0,0,0.067020845982595,7058.1,,,,,,,,95156.0,,0,,,,0.544457150590385,,,331.15,1,,ISO 14000,,1,0,,0.0,,,,0.0,1,0.0,,0,1,,,,0
PCG.N,,,,,,,,,,,,,0.671862514694082,,,0.000202181356153,,,,,,,,,,,,,,0.445462720378776,,0.002007372036093,0.001039789831645,,,,Reported,,139.0,1,1,1.49433002131576,15677.0,,,,,,,,5292430.0,,1,14.0,,,0.352127205456442,,,30845.9603,1,,No,,1,1,1263000000,7200.0,,0.006733843619804,0.003488034105222,0.348803410522236,1,,,1,1,,0.000678228853793,,1
