Instrument,Biodiversity Targets,Targets Pollution,Cost of Pollution and Waste,Policy Waste,Commitment to Align Disclosures with TCFD Recommendations,Scope 1 Estimated Date,Emission Controversies Count,Fossil Fuel Debt Finance count,Climate Risk Insurance Count,Wastewater Management Controversies Count,Low Carbon Transition Controversies Count,Pollution Controversies Count,Total Waste To EVIC USD in million,Water Pollutant Emissions To EVIC USD in million,Ozone-Depleting Substances To EVIC USD in million,SOx Emissions To EVIC USD in million,Biodiversity Due Diligence,Biodiversity Risk Assessment,Biodiversity Commitment,Targets Waste,Policy Pollution,Facilities Water Discharge,Reporting Against the TCFD Recommendations,Scope 2 Estimated Date,Recent Emission Controversies Count,Recent Fossil Fuel Debt Finance Count,Recent Climate Risk Insurance Count,Recent Wastewater Management Controversies Count,Recent Pollution Controversies Count,Total Hazardous Waste To EVIC USD in million,Flaring Gases To EVIC USD in million,NOx Emissions To EVIC USD in million,VOC Emissions To EVIC USD in million,Accidental Spills To EVIC USD in million,"GHG Emissions Direct, Scope 1 - 5 year CAGR","GHG Emissions Indirect, Scope 2 - 5 year CAGR",CO2 Estimation Method,Ozone-Depleting Substances,NOx Emissions,VOC or Particulate Matter Emissions Reduction,Particulate Matter Emissions Reduction,Total Hazardous Waste To Revenues USD in million,Non-Hazardous Waste,TRWASTERECYCLINGRATIO,TRWASTEREDUCTIONINITIATIVES,Water Pollutant Emissions To Revenues USD in million,TRWATERPOLLUTANTEMISSIONS,"GHG Emissions Direct, Scope 1 - 3 year CAGR","GHG Emissions Indirect, Scope 2 - 3 year CAGR",Total CO2 Equivalent Emissions To Million Revenues USD YoY,Estimated CO2 Equivalents Emission Total,Flaring Gases,NOx and SOx Emissions Reduction,SOx Emissions,TRVOCEMISSIONSREDUCTION,TRVOCEMISSIONS,Waste Recycled To Total Waste,TRWASTETOTAL,TRWASTERECYCLEDTOTAL,Hazardous Waste,e-Waste Reduction,TRWATERDISCHARGED,ISO 14000 or EMS,EMS Certified Percent,Staff Transportation Impact Reduction,Environmental Expenditures Investments,Environmental Provisions,Self-Reported Environmental Fines,Flaring Gases To Revenues USD in million,NOx Emissions To Revenues USD in million,VOC Emissions To Revenues USD in million,Self-Reported Environmental Fines To Revenues in million,Environmental Restoration Initiatives,Accidental Spills,Environmental Expenditures,Environmental Investments Initiatives,Environmental Partnerships,Ozone-Depleting Substances To Revenues USD in million,SOx Emissions To Revenues USD in million,Accidental Spills To Revenues USD in million,Policy Nuclear Safety
ON.OQ,,,,,,,,,,,,,1.37098777015766,,,,,,,,,,,,,,,,,0.478484513611286,,,,,,,Reported,0.0,,0,0,1.54519505233111,15146.0,,,,,,,,2948300.0,,0,,,,0.756133843376601,,,8120.0,1,,ISO 14000,,1,0,,104545,,,,19.8943862987631,1,,,0,1,0.0,,,0
AIG.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,77262.0,,0,,,,,,,,0,,No,,0,0,,,,,,,0,,,0,1,,,,0
AIZ.N,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,17556.0,,0,,,,,,,,1,,ISO 14000,,1,1,,,,,,,0,,,1,0,,,,0
CARR.N,,,,,1,,,,,,,,1.53171122576451,,,,,,,,,,1,,,,,,,0.04134635211913,,,,,,,Reported,,,1,1,0.102428964252979,64450.0,,,,,,,,382845.0,,0,,,,0.89889489416951,,,1788.0,0,,ISO 14000,37.0,0,0,,,,,,,0,0.0,,0,0,,,,0
EVRG.OQ,,,,,,,,,,,,,20.2418643504418,,,0.14213526967169,,,,,,,,,,,,,,0.000194918407228,,0.438827934699348,,,,,CO2,,10068.0,0,0,0.000910164041193,464403.27,,,,,,,,27376800.0,,0,3261.0,,,,,,4.472,0,,No,,1,1,,,,2.04909024300891,,,1,,,1,1,,0.663695200879228,,0
SMCI.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,8326.0,,0,,,,,,,,0,,ISO 14000,,0,0,,,,,,,0,,,0,0,,,,0
COST.OQ,0,0,0,1,1,,,,,,,,6.61304530161157,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,2647130.0,,0,,,,0.782999999997894,,,,0,,No,,1,,,,,,,,1,,,0,1,,,,0
MCO.N,,,,,,,,,,,,,0.009832620978213,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,9686.0,,0,,,,0.782029950083195,,,,0,,No,,1,0,,,,,,,0,,,0,1,,,,0
DIS.N,0,0,0,1,1,,,,,,,,0.516606693701364,,,,0,0,0,1,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,1329850.0,,0,,,,,,,,0,,No,,0,,,,,,,,1,,,1,1,,,,0
LULU.OQ,0,0,0,1,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,19589.0,,0,,,,,,,,0,,No,,0,0,,,,,,,0,,,0,0,,,,0
PAYX.OQ,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Reported,,,1,0,,,,,,,,,,7096.96,,0,,,,,,,,1,,No,,1,0,,,,,,,1,,,0,0,,,,0
WSM.N,,,,,0,,,,,,,,11.4042687474767,,,,,,,,,,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,87952.0,,0,,,,0.490356946060124,,,,0,,No,,0,,,,,,,,0,,,0,1,,,,0
AMD.OQ,0,0,0,0,0,,,,,,,,0.004740365423503,,0.008686155309353,,0,0,0,0,0,0,0,,,,,,,2.708780242e-05,,,,,,,Reported,962.0,,0,0,0.000307282597562,522.0,,,,,,,,50132.0,,0,,,,0.767619047619048,,,3.0,0,,No,,1,0,4000000,0,,,,0.0,0,,,0,0,0.098535286284953,,,0
REG.OQ,,,,,,,,,,,,,12.2311248733879,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,0.0,143496.0,,,,,,,,27458.0,,0,,,,0.2968933000223,,,0.0,0,,No,,0,0,,,,,,,0,,,0,1,,,,0
DHI.N,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,92496.0,,0,,,,,,,,0,,No,,0,0,,,,,,,0,,,0,1,,,,0
TTD.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Median,,,,0,,,,,,,,,,2346.24,,0,,,,,,,,0,,No,,0,,,,,,,,0,,,0,0,,,,0
TRV.N,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,35408.0,,0,,,,,,,,0,,No,,1,0,,,,,,,1,,,0,1,,,,0
MOS.N,,,,,0,,,,,,,,20496.4754411003,0.362946778155552,,1.16464661681429,,,,,,,0,,,,,,,0.43547656106969,,0.173505538182691,0.00893590754589,,,,Reported,,2330.0,0,0,0.673600792471521,275240627.0,,,0.56141078360229,,,,,4920000.0,,0,15640.0,,,0.000134424973108,,,5848.0,0,,No,,0,1,61400000,600000,,0.268380616699494,0.013822177684094,69.1108884204706,1,,350000000,0,1,,1.8014904914936,,0
WDC.OQ,,,,,,,,,,,,,0.133948965415348,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,1002690.0,,0,,,,0.95,,,,1,,ISO 14000,,0,0,,0,,,,0.0,0,,,0,1,,,,0
VTR.N,,,,,,,,,,,,,1.32898181746456,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,0.0,40351.06,,,,,,,,361023.0,,0,,,,0.002040838580201,,,0.0,0,,EMS,,0,1,,0,,,,0.0,0,,,1,1,,,,0
IVZ.N,,,,,,,,,,,,,0.021842083023672,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,14614.0,,0,,,,0.812366737739872,,,,1,,ISO 14000,72.0,0,0,,,,,,,0,,,0,1,,,,0
ZBRA.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,12700.0,,0,,,,,,,,0,,ISO 14000,,0,0,,,,,,,0,,,0,0,,,,0
AMAT.OQ,0,0,0,1,0,,,,,,,,0.237267006897974,,,,0,0,0,0,1,0,0,,,,,,,0.006545296742013,,,,,,,Reported,,,0,0,0.023253110103476,14100.0,,,,,,,,175199.0,,0,,,,0.724137931034483,,,400.0,0,,ISO 14000,17.27273,1,0,,,,,,,0,,,0,1,,,,0
STX.OQ,,,,,,,,,,,,,1.79813017881571,,2.45043633e-06,,,,,,,,,,,,,,,0.579221887459203,,,,,,,Reported,0.04,0.0,0,0,0.899705014749262,19897.0,,,,,,,,1166970.0,,0,,,,0.891220359771055,,,9455.0,1,,ISO 14000,100.0,0,0,,,,0.0,,,0,,,0,0,3.8062613e-06,,,0
FDS.N,,,,,,,,,,,,,2.56925893710039,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,11762.0,,0,,,,,,,,0,,ISO 14000,,0,0,,,,,,,1,,,0,0,,,,0
KVUE.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYK.N,0,1,0,1,1,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,180884.0,,0,,,,,,,,0,,ISO 14000,,0,0,,,,,,,1,,,0,0,,,,0
DELL.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,0,0,,13175.0,,,,,,,,462400.0,,0,,,,,,,,0,,ISO 14000,100.0,0,0,,,,,,,1,,,0,1,,,,0
VRSN.OQ,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Median,,,,0,,,,,,,,,,4528.43,,0,,,,,,,,1,,No,,1,,,,,,,,0,,,0,0,,,,0
TECH.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,15378.0,,0,,,,,,,,1,,ISO 14000,,1,,,,,,,,0,,,0,0,,,,0
NVR.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Median,,,0,0,,,,,,,,,,39774.9,,0,,,,,,,,0,,No,,0,0,,,,,,,0,,,0,0,,,,0
JBL.N,,,,,0,,,,,,,,13.3301608835994,,,,,,,,,,0,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,2046580.0,,0,,,,0.462470656195076,,,,0,,ISO 14000,,0,0,,,,,,,1,0.0,,0,1,,,,0
XYZ.N,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,5988.0,,0,,,,,,,,0,,No,,0,1,,,,,,,0,,10000000,1,0,,,,0
LOW.N,0,0,0,0,0,,,,,,,,5.90224616254054,,,,0,0,0,0,0,0,0,,,,,,,0.016697246923615,,,,,,,Reported,,,,0,0.025087320507845,638000.0,,,,,,,,2109000.0,,0,,,,0.470452165486629,,,1810.0,0,,No,,0,,,,,,,,0,,,0,1,,,,0
BSX.N,,,,,1,,,,,,,,0.180417287995132,,,,,,,,,,0,,,,,,,0.015803214949194,,,,,,,Reported,,,,0,0.09664077474024,9979.0,,,,,,,,53731.0,,0,,,,0.901344061442809,,,958.0,1,,ISO 14000,,0,1,,0,,,,0.0,1,,,1,1,,,,0
SYY.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,1,,,,,,,,,,1217770.0,,0,,,,,,,,1,,No,,0,0,,,,,,,0,,,0,1,,,,0
FCX.N,,,,,,,,,,,,,10870.2753729294,,3.57087787e-07,0.130337042291468,,,,,,,,,,,,,,4625.611638634,,0.712390135264324,0.148191431646463,,,,Reported,0.02,39900.0,1,1,18247.2320045077,349755100.0,,,,,,,,7090430.0,,0,7300.0,,,0.000187244602058,,,259074200.0,1,,Both,100.0,0,1,1600000000,67100,,2.8102549654881,0.584589378785744,4.72601774897873,1,,300000000,0,1,1.408649106e-06,0.514156923510354,,0
MAS.N,,,,,,,,,,,,,2.01208901104825,,,,,,,,,,,,,,,,,0.16096712088386,,,,,,,Reported,,,0,0,0.389538119087368,32200.0,,,,,,,,180000.0,,0,,,,,,,2800.0,0,,ISO 14000,31.0,0,0,,,,,,,0,,,0,0,,,,0
BEN.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,29793.0,,0,,,,,,,,1,,No,,1,0,,,,,,,0,,,0,1,,,,0
META.OQ,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,2747000.0,,0,,,,,,,,1,,No,,1,,,,,,,,0,,,0,1,,,,0
PAYC.N,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,4236.0,,0,,,,,,,,1,,No,,0,,,,,,,,0,,,0,1,,,,0
EXPE.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,23140.8,,0,,,,,,,,1,,No,,1,0,,,,,,,1,,,0,1,,,,0
RJF.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Median,,,,0,,,,,,,,,,22133.0,,0,,,,,,,,1,,No,,0,0,,,,,,,0,,,0,1,,,,0
CL.N,0,0,0,1,0,,,,,,,,1.79680129827147,,,,0,0,0,1,1,0,0,,,,,,,0.049227432829355,,0.003728978036824,,,,,Reported,,303.0,1,1,0.242851071580353,142000.0,,,,,,,,577536.0,,1,,,,0.374869863013699,,,4000.0,0,,Both,,0,1,,0,,0.018395968672212,,0.0,1,0.0,,1,1,,,,0
VICI.N,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,CO2,,,,0,,,,,,,,,,476266.0,,0,,,,,,,,1,,No,,1,0,,,,,,,0,,,0,0,,,,0
UNH.N,0,0,0,1,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,181238.0,,0,,,,,,,,0,,No,,1,,,,,,,,0,,,0,0,,,,0
ARE.N,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,212154.0,,0,,,,0.385,,,,0,,No,,1,1,,0,,,,0.0,0,,,1,1,,,,0
GEN.OQ,0,0,0,1,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,37872.0,,0,,,,,,,,1,,No,,1,,,0,,,,0.0,1,,,0,1,,,,0
LLY.N,0,0,0,1,1,,,,,,,,0.729156758171699,0.000266983551454,,,0,0,0,1,0,0,0,,,,,,,0.112177962795646,,,,,,,Reported,,,0,0,0.815002567258087,110000.0,,,0.001939706110074,,,,,710000.0,,0,,,,0.923076923076923,,,20000.0,0,,ISO 14000,,0,1,,1000,,,,0.040750128362904,0,,700000,0,1,,,,0
DAY.N,,,,,,,,,,,,,0.008953757679088,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,10426.0,,0,,,,,,,,0,,No,,1,,,,,,,,0,,,0,0,,,,0
GRMN.N,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Energy,,,,0,,,,,,,,,,122971.0,,0,,,,,,,,1,,ISO 14000,,0,0,,,,,,,0,,,0,0,,,,0
PODD.OQ,,,,,,,,,,,,,0.035841009955664,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,3982.0,,0,,,,,,,,1,,No,,0,0,,,,,,,0,,,0,0,,,,0
ISRG.OQ,0,0,0,1,0,,,,,,,,,,,,0,0,0,0,1,0,0,,,,,,,0.000313693473617,,,,,,,Reported,,,,0,0.007054167177457,,,,,,,,,25988.0,,0,,,,,,,40.28,1,,ISO 14000,,1,0,,,,,,,0,,,0,0,,,,0
AVB.N,0,0,0,1,0,,,,,,,,,,,,0,0,0,1,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,121782.0,,,,,,,,57805.0,,0,,,,,,,,0,,No,,0,1,,,,,,,0,,2170000,0,0,,,,0
TPR.N,,,,,,,,,,,,,0.727889451632533,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,49819.0,,0,,,,0.869999976188946,,,,1,,ISO 14000,,1,,,,,,,,0,,,0,1,,,,0
CBRE.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,115356.0,,0,,,,,,,,1,,ISO 14000,70.0,0,,,0,,,,0.0,0,,,0,1,,,,0
CINF.OQ,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,24408.0,,0,,,,,,,,1,,No,,1,0,43000000,,,,,,0,,,0,0,,,,0
WMB.N,,,,,,,,,,,,,,,,0.008500689629658,,,,,,,,,,,,,,,2.71517276603356,0.609606462254177,0.176818382629255,7.713214818e-06,,,Reported,,30191.0,1,0,,,,,,,,,,11930000.0,134470,1,421.0,,,,,,,0,,No,,0,1,,836544,,3.91125793496567,,108.374659930043,1,0.382,3000000,1,1,,0.05454074361964,4.9488275683e-05,0
EA.OQ,0,0,0,0,1,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Median,,,,0,,,,,,,,,,15353.3,,0,,,,0.74,,,,0,,No,,1,,,,,,,,0,,,0,1,,,,0
TMUS.OQ,0,0,0,0,0,,,,,,,,0.097847862559477,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,2808976.0,,0,,,,0.676695680735753,,,,1,,No,,1,0,,,,,,,0,,,0,1,,,,0
CB.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,51273.0,,0,,,,,,,,1,,No,,0,0,,,,,,,1,,,0,1,,,,0
TXN.OQ,0,0,0,1,0,,,,,,,,0.268131858372229,,,,0,0,1,0,0,0,0,,,,,,,0.201321172676449,,0.000523117507677,0.000616792185815,,,,Reported,,82.37,1,0,2.19210289744831,10520.0,,,,,,,,2133620.0,,1,,,,0.8991,,,31700.0,1,,ISO 14000,100.0,1,1,,,,0.005696009957818,0.006715994744485,,1,0.0,,1,1,,,,0
MDLZ.OQ,0,0,0,1,0,,,,,,,,2.74285791171669,,,,0,0,0,1,1,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,1613495.0,,0,,,,,,,,0,,No,,1,1,,,,,,,0,,,1,1,,,,0
BRO.N,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Median,,,,0,,,,,,,,,,7272.89,,0,,,,,,,,0,,No,,0,0,,,,,,,0,,,0,0,,,,0
BALL.N,,,,,,,,,,,,,2.20929168965377,,,5.0030412203e-05,,,,,,,,,,,,,,,,0.008389715277166,0.217722091260039,,,,Reported,,327.0,1,1,,,,,,,,,,1241160.0,,1,1.95,,,0.608349785158518,,,,0,,ISO 14000,65.0,0,1,,,,0.023676779378756,0.614437766997321,,0,,,1,1,,0.000141191803635,,0
PFG.OQ,,,,,,,,,,,,,0.033573211572916,,,,,,,,,,,,,,,,,0.002843917090946,,,,,,,Reported,,,,0,0.004788714619252,738.0,,,,,,,,31961.0,,0,,,,0.715862582165447,,,68.3,1,,No,,0,1,,,,,,,1,,,1,0,,,,0
KEYS.N,,,,,,,,,,,,,0.082979952454915,,,,,,,,,,,,,,,,,0.010081096126161,,,,,,,Reported,,,0,0,0.051153755034352,1561.37,,,,,,,,94911.0,,0,,,,0.771551069324646,,,215.92,0,,ISO 14000,,1,0,,0,,,,0.0,1,0.0,,0,1,,,,0
PCG.N,,,,,,,,,,,,,0.441949833742261,,,0.000227815721802,,,,,,,,,,,,,,0.257950669099965,,0.002141467784941,0.000972013746356,,,,Reported,,141.0,1,1,0.91960398505604,12115.0,,,,,,,,5137370.0,,1,15.0,,,0.410143988319115,,,16984.166,1,,No,,1,1,1301000000,34793,,0.00763441442417,0.003465266121609,1.88385944014294,1,,,1,1,,0.000812171747252,,1
RL.N,1,0,0,1,0,,,,,,,,1.54401804247865,,,,0,0,0,1,0,0,0,,,,,,,,,,,,,,Reported,,,0,0,0.0,9857.0,,,,,,,,100472.0,,0,,,,0.786141799736228,,,0.0,0,,No,,0,0,,0,,,,0.0,0,,,0,1,,,,0
JPM.N,0,0,0,0,1,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,730171.0,,0,,,,,,,,0,,No,,1,0,,,,,,,0,,,0,1,,,,0
TTWO.OQ,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Median,,,,0,,,,,,,,,,8708.17,,0,,,,,,,,0,,No,,0,,,,,,,,0,,,0,0,,,,0
