Instrument,Employee Safety Initiative Participation,Risk Assessment Health and Safety,Safety Performance Monitoring,Communication of Supply Chain Policy,Findings from Supplier Monitoring,Social Supply Chain Policy,Social Supply Policy Integration,Social Supply Risk Assessment,Policy Local Sourcing,Temporary Staff Proportion,Number of Employees,Part Time Employees,UNGC Violation Flag,Health & Safety Policy,Policy Employee Health & Safety,Policy Supply Chain Health & Safety,Training and Development Policy,Policy Skills Training,Policy Career Development,Policy Diversity and Opportunity,Targets Diversity and Opportunity,Employees Health & Safety Team,Health & Safety Training,Supply Chain Health & Safety Training,Supply Chain Health & Safety Improvements,Employees Health & Safety OHSAS 18001,Employee Satisfaction,Salary Gap,Salaries and Wages from CSR reporting,Net Employment Creation,Number of Employees  from CSR reporting,Trade Union Representation,Turnover of Employees,Announced Layoffs To Total Employees,Announced Layoffs,Management Departures,Strikes,Women Employees,New Women Employees,Women Managers,HRC Corporate Equality Index,Flexible Working Hours,Day Care Services,Employees With Disabilities,Employee Health & Safety Training Hours,Injuries To Million Hours,Total Injury Rate Total,Total Injury Rate Contractors,Total Injury Rate Employees,Accidents Total,Contractor Accidents,Employee Accidents,Occupational Diseases,Employee Fatalities,Contractor Fatalities,Lost Days To Total Days,Lost Time Injury Rate Total,Lost Time Injury Rate Contractors,Lost Time Injury Rate Employees,Lost Working Days,Employee Lost Working Days,Contractor Lost Working Days,HIV-AIDS Program,Average Training Hours,Training Hours Total,Training Costs Total,Training Costs Per Employee,Internal Promotion,Management Training,Supplier ESG training,Wages Working Condition Controversies,Wages Working Condition Controversies Count,Diversity and Opportunity Controversies,Employees Health & Safety Controversies,Recent Wages Working Condition Controversies,Recent Diversity Opportunity Controversies,Recent Employee Health & Safety Controversies,Employee Resource Groups,BBBEE Level,Gender Pay Gap Percentage,Voluntary Turnover of Employees,Involuntary Turnover of Employees,OHSMS Certified Percentage,Average Employee Length of Service,Ethnic Minorities Employees Percentage,Asian - Ethnic Minorities Employees Percentage,Black or African American - Ethnic Minorities Employees Percentage,Hispanic or Latino - Ethnic Minorities Employees Percentage,White - Ethnic Minorities Employees Percentage,Other - Ethnic Minorities Employees Percentage,Ethnic Minorities Managers Percentage,Asian - Ethnic Minorities Managers Percentage,Black or African American - Ethnic Minorities Managers Percentage,Hispanic or Latino - Ethnic Minorities Managers Percentage,White - Ethnic Minorities Managers Percentage,Other - Ethnic Minorities Managers Percentage,Ethnic Minorities Salary Gap
REL.L,True,True,False,True,True,True,False,True,False,3.0,34580,1820,False,True,True,True,True,True,True,True,False,True,True,False,False,False,69.0,157.721666666667,,-0.273972602739725,36400,12.0,11.6,0.0,,False,False,51.0,,46.0,100,True,False,,,0.1,0.1,,0.1,7,,7,,,,,0.075,,0.075,91.0,91.0,,True,13.73626,500000.0,11935815.0,431.836267972817,True,True,False,False,,,,,,,True,,,7.7,3.9,,8.0,,,,,,,21.0,,,,,,
SMIN.L,True,False,False,True,False,True,False,False,True,,16550,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,75.0,27.6278225806452,992000000,2.47678018575852,,,,0.0,,True,False,29.0,,27.0,,False,False,,,2.2,2.2,0.0,2.05,71,0,71,,0,0,,1.05,0.0,1.05,,,0,False,,,,,True,True,True,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
BAB.L,True,False,False,False,False,True,False,True,True,6.87689,26735,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,,13.9211026737285,,-7.73080241587576,26115,62.0,15.0,0.0,,False,False,18.0,26.31022,23.0,,True,False,10.0,,3.65,3.65,,,218,,,,2,,,2.45,,,,,,False,,,,,False,True,True,False,,,,,,,True,,90.4,,,50,,1.0536,,,,,,,,,,,,
AZN.L,False,False,False,False,False,True,False,False,True,,94300,,True,True,True,False,True,True,True,True,True,True,True,False,False,True,87.0,126.748175318404,,4.89432703003336,94300,,10.9,0.0,,True,False,54.2,,47.3,95,True,False,,,0.75,,,0.75,,,141,0.15,0,0,,,1.42,0.35,,,,True,33.5,4391124.0,36600000.0,388.123011664899,True,True,False,True,,,,1,1,,True,,91.3,6.1,4.8,10,,37.9,,,,,,,,,,,,
HSBA.L,False,False,False,True,False,True,False,False,False,1.99996,211304,,True,True,True,True,True,True,True,True,True,False,True,False,False,False,80.0,131.18618935322,,-4.3271559940415,214541,,16.5,0.0,,True,False,51.2,49.4,37.7,,True,False,7.6,,0.455,,,0.455,,,195,,,,6.341574225e-06,,,0.03263,,335.0,,False,29.6,6350413.6,131620903.5,622.898305285276,False,True,False,True,2,1,,,1,,True,,,8.1,8.4,,,54.0,44.6,1.0,4.0,46.0,4.4,34.2,27.1,1.2,2.1,65.8,3.8,84.5
CTEC.L,False,False,False,True,False,True,False,False,False,2.1731,10483,,False,True,True,True,True,True,True,True,True,True,True,False,False,True,,86.4835871959072,767200000,3.49491558890316,10489,,19.5,0.0,,False,False,62.0,55.41479,45.0,,True,False,,,,,,,,,,,0,0,,0.8,,,,,,False,,,,,True,True,True,False,,,,,,,True,,,9.8,9.7,,,,,,,,,,,,,,,
WPP.L,False,False,False,True,False,True,False,False,False,,108044,,False,True,True,True,True,True,True,True,False,False,True,False,False,False,,52.9152485504445,,-5.36816935702837,107061,2.0,,0.0,,True,False,56.0,,54.0,95,True,False,,,,,,,,,,,0,,,1.68,,1.68,,,,False,0.50439,54000.0,,,True,True,True,False,,,,,,,True,,79.5,,,,,30.9,,,,,,30.9,,,,,,
FRES.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAF.L,False,True,False,True,False,True,True,True,True,68.17567,4000,,False,True,True,True,True,True,True,True,True,True,True,False,False,True,,33.9094076655052,,6.46792653713069,12569,20.0,26.68,0.0,,False,False,36.08879,25.6,20.70796,,True,True,,,0.0,,,0.0,,,0,,0,,0.0,,,0.0,,0.0,,False,18.27194,229660.0,1100000.0,275.0,True,True,True,False,,,,,,,False,,,13.0,13.68,,,,,,,,,,,,,,,
HWDN.L,False,False,False,True,False,True,False,False,False,,12000,,False,True,True,True,True,True,True,True,False,True,True,True,False,True,,55.0290697674419,688000000,0.0,12000,,,0.0,,False,False,31.0,,24.6,,False,False,,,,,,,,,,,,,0.002304,0.88,,0.88,6912.0,6912.0,,False,,,,,False,True,True,False,,,,,,,False,,92.1,,,100,,,,,,,,,,,,,,
SGRO.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJP.L,False,False,False,False,False,False,False,False,True,,3334,,False,True,True,False,True,True,True,True,True,False,True,False,False,False,,35.5748189235127,,45.082680591819,3334,,,16.3719711853307,500,False,False,53.05939,,33.86,,True,False,12.1,,,,,,,,,,,,,,,,,,,False,,,,,False,True,False,False,,,,,,,False,,70.6,,,,,9.5,5.8,1.5,,90.5,2.2,,,,,,,
TW.L,True,False,True,True,False,True,True,True,False,,4458,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,93.0,42.6199812909261,,-5.53083280356008,4455,,12.1,0.0,,False,False,35.0,,40.0,,False,False,,,,,,,,,,,0,0,,,1.3,0.3,,,,False,,,,,False,True,True,True,,,,1,,1,True,,92.0,12.1,,,,6.0,,,,,,,,,,,,
AHT.L,True,True,True,True,False,True,False,True,True,0.94,25935,,False,True,True,True,True,True,True,True,False,True,True,True,False,True,,94.6327459257173,2485000000,2.31980115990058,25965,,21.0,0.0,,False,False,13.0,9.97773,23.0,,True,False,,200088,4.4483,4.4483,,4.4483,231,,231,,,,,1.7331,,1.7331,,,,False,19.48165,505841.0,,,True,True,True,False,,,,,,,True,,96.06,16.0,5.0,,,30.0,,,,,,16.0,,,,,,
HLMA.L,False,False,True,False,False,True,False,True,False,,8472,,False,True,True,False,True,True,True,True,False,True,True,False,False,True,76.0,57.0179047619048,,8.90860007713075,8223,,,0.0,,False,False,42.0,,29.0,,True,False,,,19.45762,19.45762,,19.458,320,,320,,0,,0.000214825306893,0.8,,0.8,455.0,455.0,,False,,,,,True,True,False,False,,,,,,,False,,82.1,,,17,,,,,,,,,,,,,,
III.L,False,False,False,False,False,False,False,False,False,,241,,False,True,True,True,True,True,True,True,True,True,True,False,False,True,,21.2229072164948,,2.99145299145298,249,0.0,11.5,0.0,,False,False,40.16064,36.58537,24.39,,True,False,,,0.0,0.0,,0.0,0,,0,0.0,0,,0.0,0.0,,0.0,0.0,0.0,,False,,,,,True,True,False,False,,,,,,,False,,,9.5,2.0,,,46.19,,,,53.81,46.19,,,,,,,
HIK.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNA.L,True,True,False,False,True,True,True,True,False,10.0,21704,,True,True,True,True,True,True,True,True,True,True,True,True,False,False,81.0,71.6066320610687,,3.28352526886837,21704,75.0,13.0,0.0,,True,False,31.0,,34.0,,True,False,6.0,,3.15,3.15,,,137,,,,0,0,,1.9,,,,,,False,,,,,True,False,True,False,,,,,,,True,,87.0,9.0,4.0,,,16.0,,,,,,10.0,,,,,,90.0
MNG.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BKGH.L,True,False,True,True,False,True,False,False,True,,2717,,False,True,True,True,True,True,True,True,False,True,True,False,False,True,,77.7420392156863,,-8.61083081062899,2610,,,0.0,,False,False,38.0,,32.0,,True,False,,,0.26,0.26,,,1,,,,0,0,,,,,,,,False,,,,,True,False,True,False,,,,,,,False,,67.3,,,,,,,,,,,,,,,,,
NG.L,True,True,False,False,True,True,False,True,True,4.93413,31275,,False,True,True,True,True,True,True,True,True,True,True,False,False,False,81.0,117.739269051322,3994000000,1.68747561451423,29440,46.0,8.2,0.0,,False,False,23.6,30.2,32.6,100,True,False,,,,,,,,,,,2,,,1.1,,,,,,False,37.1,1092224.0,,,True,True,True,False,,,,,,,True,,,7.0,1.2,,,17.5,,,,,,16.7,,,,,,
RKT.L,False,True,False,False,True,True,False,True,False,24.64,37900,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,,89.9790624693377,,-5.48628428927681,35157,5.82,21.0,0.0,,False,False,45.0,48.9603,51.0,100,True,False,,,1.9,1.9,,,164,,,,0,0,1.0343007916e-05,1.0,,,98.0,,,False,,,,,False,True,True,False,,,,,,,True,,99.4,10.0,7.0,100,,,,,,,,,,,,,,
WEIR.L,True,True,True,False,False,True,False,False,True,,11444,,False,True,True,True,True,True,True,True,False,True,True,False,False,True,,76.0972237069229,534800000,-7.64264385441046,11444,,9.5,0.0,,False,False,19.0,,19.1919,,True,False,,,2.1,2.1,,2.1,48,,48,,,,,,,,,,,False,,,,,False,True,False,False,,,,,,,False,,111.0,9.5,,,,,,,,,,,,,,,,
IMI.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRON.L,False,True,False,True,False,True,False,True,False,3.03867,13922,,False,True,True,True,True,True,True,True,False,True,True,False,False,True,,830.039738860104,,-5.55593243334916,13032,62.20841,7.81,0.0,,False,False,27.0,,,,True,False,,,,,,,,,,,0,,7.4885792271e-05,,,0.03,,260.64,,False,39.0,531624.0,5721000.0,514.117447205861,True,True,False,False,,,,,,,True,,94.4,7.81,,63,,,,,,,,,,,,,,
HSX.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPG.L,True,True,False,True,True,True,True,True,True,,579126,,False,True,True,True,True,True,True,True,False,True,True,True,False,True,,375.293121621492,,2.96305515058848,,,,0.0,,False,False,56.0,,46.0,,False,True,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,True,False,,,,,,,True,,91.8,,,,,,,,,,,,,,,,,100.0
AUTOA.L,False,False,False,False,False,True,False,False,False,,1160,,False,True,True,False,True,True,True,True,False,True,False,False,False,False,91.0,17.6689655172414,,20.8333333333333,1160,,11.0,0.0,,False,False,43.0,43.0,40.0,,True,False,13.5,,,,,,,,,,0,0,,,,,,,,False,25.519,29602.0,494000.0,525.215689655172,False,True,False,False,,,,,,,True,,86.7,,,,,15.0,,,,,,8.0,,,,,,16.7
AV.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENT.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGE.L,True,True,True,True,True,True,True,True,True,4.083,30092,,True,True,True,True,True,True,True,True,True,True,True,True,False,True,81.0,50.4381141033708,1984000000,-0.584756681753606,30367,44.0,14.0,0.0,,False,False,38.64722,45.7,36.58,100,True,True,,,0.985,,,0.985,,,60,,0,0,0.00016388411538,,,0.53,,1232.9002,,True,24.0,728808.0,,,False,True,True,False,,,,,,,True,,,9.0,5.0,,,,,,,,,46.0,,,,,,
GAW.L,False,False,False,True,False,True,False,False,False,,993,77,False,True,True,False,True,True,True,True,False,True,True,False,False,False,,13.886085075703,,2.37113402061855,2950,,,0.0,,True,False,24.47458,,20.0,,True,False,,,3.55932,3.55932,,3.55932,21,,21,,,,,,,,,,,False,,,,,False,True,False,False,,,,,,,False,,87.3,,,,,,,,,,,,,,,,,
INF.L,True,False,False,True,False,True,False,True,False,16.64051,13092,,False,True,True,True,True,True,True,True,False,True,True,True,False,False,79.0,73.0158136341463,,6.48230988206588,12746,,13.0,0.0,,False,False,61.0,,56.0,100,True,False,,,,,,,,,,,,,,,,,,,,False,10.62,135362.52,2210000.0,211.192407577146,True,True,True,False,,,,,,,True,,74.3,7.0,6.0,,,,,,,,,,,,,,,
UU.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSHP.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLN.L,False,False,False,False,False,True,False,False,False,,24000,,False,True,True,False,True,True,True,True,True,True,True,False,False,True,81.0,,,0.0,24561,81.0,,1.71205919395466,435,True,False,46.54126,,45.53695,,True,False,,,0.13,0.13,,0.13,6,,6,,0,,,0.1,,0.1,,,,False,,,,,False,True,False,False,,,,,,,True,,92.1,,,,,,,,,,,,,,,,,
WTB.L,False,False,False,True,False,True,True,True,True,,39611,,False,True,True,True,True,True,True,True,True,True,True,True,False,False,,116.544658629745,,1.5562506409599,36700,,,0.0,,False,False,64.3,,39.8,,True,False,,,,,,,,,,,,,,,,,,,,False,,,,,True,True,True,False,,,,,,,True,,90.16,,,,,17.37,,,,,,9.21,,,,,,103.18
PRU.L,True,True,True,False,False,True,False,False,False,,15000,,False,True,True,True,True,True,True,True,False,True,True,False,False,True,,,,0.0,15455,,19.23378,0.0,,False,False,57.34714,,36.7,,True,False,,,,,,,,,,,0,,1.04e-05,1.099,,1.099,39.0,39.0,,False,15.63,241648.8,,,True,True,False,False,,,,,,,True,,,,,,,,,,,,,,,,,,,
MKS.L,True,False,False,True,True,True,True,True,True,,64261,,False,True,True,True,True,True,True,True,True,True,True,True,True,False,64.0,102.329776911959,,-2.94366409907869,64261,,,0.0,,False,False,68.5,,44.8,,True,False,,,,,,,,,,,,,,,,,,,,False,,,,,True,True,True,False,,,,,,,True,,87.5,,,,,,,,,,,5.4,,,,,,
IMB.L,False,False,True,True,False,True,False,True,False,,25600,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,74.0,196.036424957841,,1.58730158730158,,56.0,14.0,0.0,,False,False,41.0,41.0,33.0,,True,False,,,8.75,8.75,,,318,,,,0,0,,1.5,,,,,,False,,,,,False,True,True,False,,,,,,,True,,86.3,,,79,,,,,,,,,,,,,,
EXPN.L,False,True,False,False,False,True,False,False,True,3.0,21313,586,False,True,True,False,True,True,True,True,True,True,True,False,False,False,82.0,,,4.50622732176129,21607,,18.4,0.0,,False,False,44.0,,36.0,100,True,False,3.1,,0.37025,0.37025,,0.37025,16,,16,,,,6.681368179e-05,0.27,,0.27,356.0,356.0,,False,,,,,True,True,False,False,,,,,,,True,,82.17,11.9,6.4,,,40.4,20.4,8.6,8.9,59.6,2.5,43.6,31.2,3.8,6.8,56.4,1.8,
GSK.L,False,True,False,False,True,True,False,True,False,,68629,,False,True,True,True,True,True,True,True,True,True,True,True,True,True,81.0,82.7324592990067,,-2.25460035321597,68629,32.0,10.8,0.0,,False,False,48.0,,51.0,90,True,True,,,2.12766,2.12766,,,300,,,,0,0,,1.4,,,,,,True,,,,,True,True,True,False,,,,,,,True,,,5.3,5.5,,,,,,,,,,,,,,,
LAND.L,True,False,False,False,False,True,False,False,True,,577,12,False,True,True,True,True,True,True,True,True,True,True,True,False,True,77.0,20.59175,,-5.40983606557377,590,,23.6,0.0,,True,False,50.2,48.1203,49.0,,True,True,4.1,,0.0,,,0.0,305,305,0,,0,0,6.932409012e-06,,,0.0,1.0,0.0,1,False,5.0,2950.0,,,True,True,True,False,,,,,,,True,,70.9,,,,,17.3,,,,,,17.3,,,,,,
BEZG.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BP.L,False,True,True,False,False,True,True,True,True,,100500,,True,True,True,True,True,True,True,True,True,True,True,False,False,True,70.0,59.9145556761566,11240000000,14.4646924829157,100500,,27.0,0.0,,False,False,38.0,46.62599,34.0,,True,False,,,1.485,1.485,1.515,1.46,309,156,153,,0,0,,,,,,,,False,11.9403,1200000.0,,,True,True,False,False,,,,,,,True,,88.5,,,,,22.0,,,,,,22.0,,,,,,
JD.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABF.L,False,False,False,False,False,True,False,True,False,,138271,,False,True,True,True,True,True,True,True,False,True,True,True,False,False,,245.585200410798,,3.58386959029717,138271,,,0.0,,False,False,57.0,,39.0,,True,False,,,,,,,,,,,1,5,,1.41751,,,,,,False,,,,,False,True,True,False,,,,,,,False,,74.4,,,,,,,,,,,,,,,,,
AAL.L,True,True,True,False,False,True,False,False,True,47.64053,54000,,True,True,True,True,True,True,True,True,False,True,True,True,False,True,,74.2004315657829,4200000000,-6.89655172413793,55000,71.0,7.6,0.0,,False,False,26.0,37.623,35.0,,True,False,,,1.57,1.57,1.25,2.04,369,,,0.17273,3,0,,1.06,0.76,1.51,,,,True,,,78000000.0,1444.44444444444,True,True,False,False,,,1,,,,True,,,4.3,3.3,80,,,,,,,,,,,,,,
ADML.L,False,False,False,False,False,False,False,False,False,,14520,,False,True,True,False,True,True,True,True,True,True,True,False,False,False,,1694.24295977337,,14.8643303536113,,,,0.0,,True,False,51.0,,,,True,False,,,,,,,,,,,,,,,,,,,,False,,,,,True,True,False,False,,,,,,,True,,85.9,,,,,,,,,,,,,,,,,
RTO.L,False,True,True,True,True,True,True,True,False,,68500,,False,True,True,True,True,True,True,True,True,True,True,True,,True,,51.1447028928851,,8.90302066772655,68500,,13.4,0.0,,False,False,24.0,,28.0,,True,,,,,,,,,,,,1,,0.0005,2.9,,2.9,8562.5,8562.5,,,0.34838,23864.03,,,True,True,True,False,,,,,,,,,107.1,13.4,,25,,,,,,,,,,,,,,
RMV.L,False,False,False,True,False,True,False,False,False,,879,,False,True,True,True,True,True,True,True,False,False,True,False,False,False,82.0,21.7225706302391,,9.87499999999999,879,,,0.0,,True,False,50.0,,31.0,,True,True,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,0.0,,False,15.0,13185.0,459717.0,654.3253,True,True,False,False,,,,,,,True,,77.7,,,,,18.1,8.5,4.0,,81.9,5.6,,,,,,,105.2
SBRY.L,False,False,False,True,False,True,False,True,False,,107000,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,77.0,147.939910564561,,-8.54700854700855,152663,8.39,,0.815860324712409,1400,False,False,52.0,,35.45,,True,True,,,,,,,,,,,,,,,,,,,,False,,,,,True,True,True,False,,,,,,,True,,91.5,,,,,,,,,,,9.1,,,,,,101.6
PHNX.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IHG.L,False,False,False,True,False,True,True,True,True,,12576,,False,True,True,True,True,True,True,True,True,False,False,False,False,False,87.0,54.1935156400915,,-6.50509255817411,12587,0.0,,0.0,,False,False,52.0,,27.18,,True,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,True,False,,,,,,,True,,76.6,,,,,,,,,,,,,,,,,
BT.L,False,False,False,False,False,True,False,True,False,0.36715,97100,,False,True,True,True,True,True,True,True,True,True,True,False,False,True,73.0,75.5711514235324,,-1.32113821138211,99613,94.5,16.4,0.0,,False,True,25.7,,35.4,,True,False,7.2,,,,,,,,,,0,,,3.25,,3.25,,,,False,26.1,2599899.3,33800000.0,429.305252317199,False,True,True,True,7,,,,,,False,,96.3,13.7,2.7,,,12.0,,,,,,9.0,,,,,,
