Instrument,Employee Safety Initiative Participation,Risk Assessment Health and Safety,Safety Performance Monitoring,Communication of Supply Chain Policy,Findings from Supplier Monitoring,Social Supply Chain Policy,Social Supply Policy Integration,Social Supply Risk Assessment,Policy Local Sourcing,Temporary Staff Proportion,Number of Employees,Part Time Employees,UNGC Violation Flag,Health & Safety Policy,Policy Employee Health & Safety,Policy Supply Chain Health & Safety,Training and Development Policy,Policy Skills Training,Policy Career Development,Policy Diversity and Opportunity,Targets Diversity and Opportunity,Employees Health & Safety Team,Health & Safety Training,Supply Chain Health & Safety Training,Supply Chain Health & Safety Improvements,Employees Health & Safety OHSAS 18001,Employee Satisfaction,Salary Gap,Salaries and Wages from CSR reporting,Net Employment Creation,Number of Employees  from CSR reporting,Trade Union Representation,Turnover of Employees,Announced Layoffs To Total Employees,Announced Layoffs,Management Departures,Strikes,Women Employees,New Women Employees,Women Managers,HRC Corporate Equality Index,Flexible Working Hours,Day Care Services,Employees With Disabilities,Employee Health & Safety Training Hours,Injuries To Million Hours,Total Injury Rate Total,Total Injury Rate Contractors,Total Injury Rate Employees,Accidents Total,Contractor Accidents,Employee Accidents,Occupational Diseases,Employee Fatalities,Contractor Fatalities,Lost Days To Total Days,Lost Time Injury Rate Total,Lost Time Injury Rate Contractors,Lost Time Injury Rate Employees,Lost Working Days,Employee Lost Working Days,Contractor Lost Working Days,HIV-AIDS Program,Average Training Hours,Training Hours Total,Training Costs Total,Training Costs Per Employee,Internal Promotion,Management Training,Supplier ESG training,Wages Working Condition Controversies,Wages Working Condition Controversies Count,Diversity and Opportunity Controversies,Employees Health & Safety Controversies,Recent Wages Working Condition Controversies,Recent Diversity Opportunity Controversies,Recent Employee Health & Safety Controversies,Employee Resource Groups,BBBEE Level,Gender Pay Gap Percentage,Voluntary Turnover of Employees,Involuntary Turnover of Employees,OHSMS Certified Percentage,Average Employee Length of Service,Ethnic Minorities Employees Percentage,Asian - Ethnic Minorities Employees Percentage,Black or African American - Ethnic Minorities Employees Percentage,Hispanic or Latino - Ethnic Minorities Employees Percentage,White - Ethnic Minorities Employees Percentage,Other - Ethnic Minorities Employees Percentage,Ethnic Minorities Managers Percentage,Asian - Ethnic Minorities Managers Percentage,Black or African American - Ethnic Minorities Managers Percentage,Hispanic or Latino - Ethnic Minorities Managers Percentage,White - Ethnic Minorities Managers Percentage,Other - Ethnic Minorities Managers Percentage,Ethnic Minorities Salary Gap
MCD.N,False,True,False,False,False,True,False,True,False,,150000,,True,True,True,True,True,True,True,True,True,True,False,True,False,False,,1018.40647207152,,-25.0,150000,,,0.0,,False,False,55.0,,59.0,100,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,False,False,,2,2,,,,True,,99.91,,,,,38.0,11.0,12.0,12.0,62.0,3.0,65.0,9.0,16.0,36.0,35.0,4.0,112.0
HD.N,False,False,False,True,True,True,True,True,True,,490600,,False,True,True,True,True,True,True,True,False,True,True,False,False,False,,,,-2.81299524564184,500000,,,0.0,,False,False,38.0,35.7,34.0,90,False,True,,,21.25,21.25,,21.25,21250.0,,21250.0,,,,,6.15,,6.15,,,,False,,,,,True,True,False,False,,,,,,,True,,101.0,,,,,50.0,3.1,17.9,22.3,50.0,6.7,38.3,3.7,13.9,15.3,61.7,5.4,
SPG.N,False,False,False,False,False,True,False,False,False,,2500,800,False,True,True,True,True,True,True,True,False,False,True,False,False,False,,,,4.16666666666667,3360,0.0,36.50416,0.0,,False,False,45.0,50.81967,22.54,20,True,False,,,,,,,,,,,,,,,,,,,,False,1.875,6300.0,,,True,True,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
HBAN.OQ,False,False,False,False,False,False,False,False,False,,19920,,False,True,True,True,True,True,True,True,True,True,True,False,False,False,82.0,87.2798587547012,,8.01431515020063,19920,,17.0,0.0,,False,False,59.0,,,100,True,True,,,,,,,,,,,,,,,,,,,,False,34.0,698807.0,,,True,True,False,False,,,,,,,True,,99.0,17.0,,,,25.0,5.2,11.5,5.6,75.0,2.7,16.0,,,,,,101.0
LVS.N,True,False,False,True,True,True,False,True,True,0.05,38400,,False,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,8.16901408450703,38658,0.0,13.0,0.0,,False,False,49.0,42.0,43.0,40,True,True,0.2,,16.5,16.5,,16.5,1412.0,,1412.0,0.2,0,,0.00223625,13.5,,13.5,21468.0,21468.0,,False,90.0,3479220.0,65447994.0,1704.37484375,False,True,True,False,,,,,,,True,,,11.0,2.0,100.0,,42.0,17.0,4.0,11.0,58.0,10.0,90.0,4.0,1.0,1.0,10.0,84.0,
CTRA.N,True,False,False,False,False,False,False,False,False,,981,,True,True,True,True,True,True,True,True,False,True,True,True,False,True,,,,4.80769230769231,,0.0,,0.0,,False,False,,,,,False,False,,,2.0,2.0,1.95,2.8,,,,,0,,,0.95,0.95,1.15,,,,False,,,,,False,True,True,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
ON.OQ,False,False,False,True,False,True,False,True,True,9.62739,31000,109,False,True,True,True,True,True,True,True,False,True,True,True,False,True,75.0,,,3.33333333333334,32366,26.5,20.0,0.0,,False,False,46.0,42.0,26.0,,False,False,0.39,,0.56692,0.56692,0.025,0.54,42.0,2,40.0,0.10799,0,0,8.6033294194e-05,,,,666.75803,,,False,5.9,190959.4,,,True,True,True,False,,,,,,,True,,,15.0,5.0,90.0,,25.8,17.4,1.5,4.2,74.2,2.7,,,,,,,
AIG.N,False,False,False,False,False,False,False,False,True,,26200,,False,True,True,False,True,True,True,True,False,False,False,False,False,False,,,,-28.4153005464481,,,,0.0,,False,False,53.8,52.0,39.0,100,True,True,,,,,,,,,,,,,,,,,,,,False,,,,,True,True,False,False,,,,,,,True,,,,,,,30.8,12.0,8.0,8.0,70.0,2.0,33.8,17.0,6.0,8.0,67.0,2.0,
AIZ.N,False,False,False,False,False,False,False,False,False,,13700,,False,True,True,True,True,True,True,True,False,False,True,True,False,True,,,,-12.1794871794872,13700,,25.0,0.0,,False,False,60.0,,43.0,100,True,False,,,,,,,,,,,,,,,,,,,,False,11.6,159460.0,,,False,True,False,False,,,,,,,True,,,,,,8.0,53.0,,,,,,44.0,,,,,,
CARR.N,True,True,False,True,False,True,False,True,False,,52000,,False,True,True,True,True,True,True,True,False,True,True,True,False,True,76.0,,,-10.3448275862069,52000,32.69,15.6,0.0,,False,False,29.0,34.5,,100,True,True,,,1.55,1.55,,,161.0,,,,0,0,,0.6,,,,,,False,12.0,624000.0,,,False,True,True,False,,,,,,,True,,,15.6,,,,,,,,,,,,,,,,
EVRG.OQ,False,False,False,False,False,False,False,False,False,,4512,,False,True,True,True,True,True,False,True,False,False,False,True,False,False,,,,-8.47870182555781,4513,53.31265,9.6,0.0,,False,False,22.0,,,,True,False,,,3.65,3.65,,3.6561,33.0,,33.0,,0,,,1.75,,1.75,,,,False,18.78617,84782.0,,,False,False,True,False,,,,,,,False,,,,,,,13.0,,,,,,,,,,,,
SMCI.OQ,False,False,False,False,False,False,False,False,False,,4607,,False,True,True,True,False,False,False,True,False,True,True,False,False,True,,,,10.878459687124,,0.0,,0.0,,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
COST.OQ,False,False,False,True,False,True,True,False,False,,316000,,True,True,True,True,True,False,True,True,False,False,False,True,True,False,,,,3.94736842105263,310000,5.0,17.6,0.0,,False,False,46.0,,36.8,20,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,True,True,True,False,,1,,,,,False,,,14.0,3.6,,9.0,55.0,8.4,9.2,32.6,45.0,4.8,40.8,7.0,7.9,22.3,59.2,3.6,
MCO.N,False,False,False,False,False,True,False,False,False,,14426,,False,True,True,True,True,True,True,True,False,True,True,False,False,True,75.0,,,7.17682020802377,14426,10.0,19.0,0.0,,False,False,41.0,39.0,33.0,100,True,True,,,,,,,,,,,,,,,,,,,,True,16.0,204000.0,,,True,True,False,False,,,,,,,True,,86.1,15.0,4.0,,,46.0,,,,54.0,46.0,,,,,,,
DIS.N,False,False,False,False,False,True,False,False,False,22.0,220000,,True,True,True,True,True,True,True,True,False,True,True,False,False,False,,,,15.7894736842105,220000,53.0,,0.0,,False,True,50.9,,44.5,100,False,True,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,False,True,1,1,,,,,True,,,,,,,46.7,7.4,8.1,27.9,53.3,3.3,32.0,10.8,5.6,12.7,68.0,2.9,
LULU.OQ,False,False,False,True,True,True,True,True,False,,29000,,False,True,True,True,True,True,True,True,True,False,True,True,False,False,,,,16.0,29000,,,0.0,,False,False,77.0,,,,False,False,,,,,,,,,,,,,,,,,,,,False,13.5,391500.0,,,False,True,True,False,,,,,,,True,,100.0,,,,,37.0,,,,,,,,,,,,
PAYX.OQ,False,False,False,False,False,True,False,False,False,,16600,,False,True,True,True,True,True,True,True,False,True,True,False,False,False,,134.489240435319,,3.75000000000001,16000,0.0,,0.0,,False,False,61.0,,53.5,,True,False,,,,,,,,,,,0,,,,,,,,,False,,,,,True,True,False,False,,,,,,,True,,99.96,,,,,99.73,,,,,,,,,,,,
WSM.N,False,False,False,True,False,True,True,True,False,,12200,8800,False,True,True,True,True,True,True,True,False,False,True,True,False,False,,,,0.0,,,,0.0,,False,False,67.5,,63.3,90,False,True,,,,,,,,,,,,,,,,,,,,True,,,,,False,True,True,False,,,,,,,True,,,,,,,45.2,11.1,13.8,16.1,54.8,4.2,40.9,18.7,7.6,10.0,59.1,4.6,
AMD.OQ,False,True,False,True,True,True,True,True,False,29.21,25000,,False,True,True,True,True,True,True,True,True,True,True,False,True,True,,,,61.2903225806452,24525,,10.6,0.0,,False,False,24.0,22.0,12.0,100,True,False,,,0.2,0.2,,,12.0,,,,0,0,,,,,,,,False,7.3,178944.0,,,False,True,True,False,,,,,,,True,,,9.5,1.1,2.0202,,57.0,48.0,1.0,6.0,43.0,2.0,,,,,,,
REG.OQ,False,False,False,False,False,True,False,False,False,1.0,440,5,False,True,True,True,True,True,True,True,False,False,True,False,False,True,87.0,,,1.85185185185186,443,0.0,19.0,0.0,,False,False,60.0,59.0,8.0,,True,False,,,0.0,0.0,,0.0,0.0,,0.0,,0,0,0.0,0.0,,0.0,0.0,0.0,,False,31.0,13657.0,,,False,True,False,False,,,,,,,True,,,16.0,3.0,,8.0,26.0,7.0,7.0,9.0,74.0,3.0,,,,,,,
DHI.N,True,False,False,False,False,True,False,False,False,,13237,,False,True,True,False,True,False,True,True,False,True,True,False,False,False,,,,12.29216152019,,,19.0,0.0,,False,False,,,,20,False,False,,,5.74148,,,5.74148,,,152.0,,0,,,,,,,,,False,,,,,True,True,False,False,,,,,,,False,,,16.0,3.0,,,,,,,,,,,,,,,
TTD.OQ,False,False,False,False,False,False,False,False,False,,2770,,False,True,True,False,True,True,False,True,False,False,False,False,False,False,,,,40.8235892221657,,,,0.0,,False,False,,,,80,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
TRV.N,False,False,False,False,False,True,False,False,False,,32500,,False,True,True,True,True,True,True,True,False,False,True,False,False,False,,,,5.51948051948052,32589,,12.5,0.0,,False,False,54.0,,,100,True,True,,,,,,,,,,,,,,,,,,,,False,,,,,True,True,False,False,,,,,,,True,,,11.7,0.8,,12.0,27.0,,,,,,,,,,,,
MOS.N,True,True,False,True,False,True,False,False,True,1.0,13570,,False,True,True,True,True,True,True,True,True,True,True,False,False,True,,93.4820104048884,1751100000,8.34331337325349,13570,73.0,13.0,0.0,,False,False,16.0,27.35182,18.0,100,True,False,,264312.0,2.05,2.05,1.8,2.45,138.0,73,65.0,,0,3,,0.45,,,,,,False,41.0,558714.0,,,False,True,False,False,,,,,,,False,,,,,99.51,,24.83,1.52,19.46,1.42,75.17,2.43,22.0,,,,,,
WDC.OQ,False,False,False,True,True,True,True,True,False,,65000,,False,True,True,True,True,True,True,True,False,True,True,True,True,True,,,,-0.914634146341464,64679,,18.9,0.0,,False,False,56.54386,16.7,25.7,100,False,False,,,0.43348,,,0.43348,67.0,10,57.0,,0,0,,,,0.2,,,,False,,,,,False,True,True,False,,,,,,,True,,99.6,14.5,4.4,100.0,,,,,,,,60.2,51.5,1.2,4.7,39.8,2.8,100.5
VTR.N,False,True,True,False,False,True,False,False,True,3.21,451,,False,True,True,True,True,True,True,True,True,False,True,False,False,True,,,,3.91705069124424,451,0.0,,0.0,,False,False,47.0,,52.0,,False,False,,,,,,,,,,,,,1.9784833703e-05,2.5,,2.5,2.23074,2.231,,False,21.0,8600.0,,,True,True,False,False,,,,,,,True,,,,,,,23.0,6.0,9.0,5.0,77.0,3.0,,,,,,,
IVZ.N,False,False,False,False,False,False,False,False,False,,8611,,False,True,True,False,True,True,True,True,False,True,True,False,False,True,,75.7379653933105,,1.15118054739809,8600,0.0,14.0,0.0,,False,False,38.62,,37.0,100,True,True,,,0.05,0.05,,0.05,1.0,,1.0,,,,0.0,0.0,,0.0,0.0,0.0,,False,,,,,False,True,False,False,,,,,,,True,,,14.0,,,,38.0,16.12,10.08,7.53,62.0,4.27,,,,,,,
ZBRA.OQ,False,False,False,True,False,True,True,False,False,,10500,,False,True,True,True,True,False,True,True,True,False,True,False,False,False,,,,7.14285714285714,10500,,,0.0,,False,False,33.0,,,95,False,False,,,0.55,0.55,,0.55,11.55,,11.55,,,,,,,,,,,False,,,,,False,True,False,False,,,,,,,True,,,,,,,36.0,18.0,4.0,13.0,63.0,2.0,,,,,,,
AMAT.OQ,True,False,False,True,False,True,True,True,False,,33000,,False,True,True,True,True,True,True,True,True,True,True,False,False,True,,,,22.2222222222222,36737,,8.5,0.0,,False,False,19.3,,16.8,100,False,True,,,1.75,1.75,,1.75,129.0,,129.0,,0,,0.000115331915152,1.2,,1.2,951.4883,951.4883,,False,45.0,2046238.0,,,False,True,True,False,,,,,,,True,,,8.5,,15.83333,,56.4,35.4,5.4,10.1,43.6,5.5,49.5,33.9,4.2,8.7,50.5,2.7,
STX.OQ,False,True,False,True,False,True,True,True,True,0.79996,40000,,False,True,True,True,True,True,True,True,False,True,True,True,False,True,,,,0.0,40127,14.0,8.7,0.0,,False,False,58.2,17.7,31.3,100,False,False,,,0.95,0.95,,0.95,76.0,,76.0,,0,0,,0.6,,0.6,,,,False,7.8,281051.0,,,True,True,True,False,,,,,,,True,,,8.7,,100.0,,40.6,32.2,4.1,3.7,59.4,0.6,30.8,25.0,2.0,2.9,69.2,0.9,
FDS.N,False,False,False,False,False,True,False,False,False,3.96,11203,,False,True,True,False,True,True,True,True,False,True,True,False,False,False,,,,2.85530664708042,11203,3.722,25.4,0.0,,True,False,40.0,41.472,26.5,100,True,False,,,,,,,,,,,,,,,,,,,,False,21.0,286266.0,,,False,True,False,False,,,,,,,True,,92.7,25.4,0.0,,,34.0,20.0,4.6,5.5,66.0,3.9,21.8,15.2,2.1,2.0,78.2,2.5,
KVUE.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYK.N,False,False,False,False,False,True,False,True,False,,52000,,False,True,True,True,True,True,True,True,False,True,True,False,False,True,,,,1.96078431372548,52000,,,0.0,,False,False,38.1,,35.3,100,True,True,,,,,,,,,,,,,,,,,,,,False,,,,,True,True,False,False,,,1,,,,True,,,,,,,27.9,7.6,6.3,10.9,72.1,3.1,21.8,11.3,2.9,5.7,78.2,1.9,
DELL.N,False,False,False,True,True,True,True,True,False,,133000,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,88.0,,,-15.8227848101266,133000,,,0.0,,False,False,33.9,,28.2,100,True,False,,,0.2,,,0.2,,,53.0,,0,,,,,0.15,,,,False,,,,,True,True,True,False,,1,,,,,True,,,,,,,34.9,15.0,6.0,9.4,66.5,3.1,27.5,13.6,3.7,8.5,72.5,1.7,
VRSN.OQ,False,False,False,False,False,True,False,False,False,,914,3,False,True,True,False,True,True,True,True,False,False,True,False,False,False,,,,1.10619469026549,,0.0,,0.0,,False,False,28.0,,,,True,True,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,False,False,,,,,,,True,,,,,,9.0,43.0,31.02,6.46,3.06,56.29,3.17,34.65,22.37,5.26,2.63,65.35,4.39,
TECH.OQ,False,False,False,False,False,True,False,False,False,,3050,,False,True,True,True,True,True,True,True,False,True,True,False,False,False,77.0,,,1.66666666666666,3050,0.0,,0.0,,False,False,49.0,,45.0,,True,False,,,,,,,,,,,0,,,0.0,,0.0,0.0,0.0,,False,,,,,True,True,False,False,,,,,,,True,,,,,,,37.0,20.0,5.0,8.0,63.0,4.0,36.0,,,,64.0,36.0,
NVR.N,False,False,False,False,False,False,False,False,False,,6550,,False,True,True,False,True,True,True,True,False,False,True,False,False,False,,,,-0.757575757575757,,0.0,,0.0,,False,False,,,,20,False,False,,,2.11,,0.0,2.11,28.0,0,28.0,,0,0,,,0.0,,,,0.0,False,,,,,True,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
JBL.N,True,True,False,True,True,True,False,True,False,29.115,236000,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,,,,-5.60000000000001,227365,,,0.0,,False,False,41.0,35.0,32.0,5,False,False,,,0.65,,,0.65,,,347.0,,0,,,,,0.35,,,,False,32.0,7275680.0,,,True,True,True,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
XYZ.N,False,False,False,False,False,True,False,False,False,,12428,,False,True,True,True,True,True,True,True,True,False,False,False,False,False,75.0,,,45.8514258889802,12428,,,0.0,,False,False,45.0,,,90,True,False,,,,,,,,,,,,,,,,,,,,False,,,,,True,True,False,False,,,,,,,True,,,,,,,53.0,25.8,15.2,6.7,47.0,5.3,,,,,,,
LOW.N,False,False,False,False,False,False,False,False,False,,200000,140000,False,True,True,True,True,True,True,True,False,True,True,True,False,True,,,,-9.09090909090909,306800,,,0.0,,False,False,39.0,,31.0,100,False,True,,,25.75,25.75,,25.75,15800.0,,15800.0,,,,,11.05,,11.05,,,,False,8.3,2546440.0,,,False,True,True,False,,,,,,,True,,,,,,,35.0,2.0,16.0,14.0,65.0,3.0,26.0,,,,,,
BSX.N,False,False,True,False,False,True,True,True,True,,45000,,False,True,True,False,True,True,True,True,True,True,True,False,False,True,80.0,,,9.75609756097562,45000,,15.1,0.0,,False,False,49.0,51.8,42.6,100,True,True,,,1.4,,,1.4,,,126.0,3.0,0,0,,0.7,,0.7,,,,False,,,,,True,True,False,False,,,,,,,True,,,12.3,2.8,,,36.2,12.8,9.2,11.9,63.8,2.3,,,,,,,
SYY.N,False,False,False,True,False,True,False,False,True,,72000,,True,True,True,True,True,True,True,True,True,False,True,False,False,False,81.0,,,1.40845070422535,72000,15.0,,0.0,,False,False,22.2,14.5,24.7,75,True,True,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,False,False,,1,,,,,True,,,,,,,60.2,4.5,23.4,26.1,39.8,6.2,41.9,5.7,12.8,18.0,58.1,5.4,
FCX.N,True,True,True,True,False,True,False,True,True,65.63,25600,,False,True,True,True,True,True,True,True,True,True,True,True,True,True,,200.061455597867,2626000000,3.64372469635628,25600,30.0,9.0,0.0,,False,False,14.0,23.0,12.2,0,False,False,,,3.85,3.85,3.0,4.65,590.0,352,238.0,,0,1,,1.85,1.55,2.15,,,,True,,,,,False,True,True,False,,,1,,,,False,,,7.0,2.0,,,49.0,1.0,2.0,41.0,51.0,5.0,,,,,,,
MAS.N,False,False,True,False,False,True,False,False,False,,19000,,False,True,True,True,True,True,True,True,True,True,True,False,False,False,,,,-5.0,19000,,14.0,0.0,,False,False,,,,90,False,False,,,9.0,9.0,,9.0,342.0,,342.0,,0,,,4.5,,4.5,,,,False,,,,,False,True,False,False,,,,,,,True,,,14.0,,,,47.5,5.79,14.16,25.47,52.5,2.08,26.0,,,,,,
BEN.N,False,False,False,False,False,False,False,False,False,1.35,9800,,False,True,True,False,True,True,True,True,False,False,True,False,False,False,,49.9071105573176,3089800000,-4.85436893203883,9486,,,0.0,,False,False,41.9,,39.6,100,True,False,,,,,,,,,,,,,,,,,,,,False,5.82,55208.52,,,False,False,False,False,,,,,,,True,,,,,,,32.1,,,,,,32.7,,,,,,
META.OQ,False,False,False,False,False,True,False,True,False,,86482,,True,True,True,True,True,True,True,True,True,False,False,True,False,False,,,,20.1639572043907,,,,0.0,,True,False,36.4,,37.2,100,True,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,False,True,True,1,,,,,,True,,100.0,,,,,63.0,48.4,4.2,6.4,37.0,4.0,43.0,29.7,4.3,5.2,57.0,3.8,100.0
PAYC.N,False,False,False,False,False,False,False,False,False,,7308,,False,True,True,False,True,True,True,True,False,False,False,False,False,False,,,,15.1047409040794,,0.0,,0.0,,False,False,48.8,,53.0,,False,True,8.8,,,,,,,,,,,,,,,,,,,False,,,,,False,True,False,False,,,,,,,True,,,,,,,36.9,10.4,9.2,10.6,63.1,6.7,17.6,5.8,2.9,3.7,82.4,5.2,
