Instrument,Employee Safety Initiative Participation,Risk Assessment Health and Safety,Safety Performance Monitoring,Communication of Supply Chain Policy,Findings from Supplier Monitoring,Social Supply Chain Policy,Social Supply Policy Integration,Social Supply Risk Assessment,Policy Local Sourcing,Temporary Staff Proportion,Number of Employees,Part Time Employees,UNGC Violation Flag,Health & Safety Policy,Policy Employee Health & Safety,Policy Supply Chain Health & Safety,Training and Development Policy,Policy Skills Training,Policy Career Development,Policy Diversity and Opportunity,Targets Diversity and Opportunity,Employees Health & Safety Team,Health & Safety Training,Supply Chain Health & Safety Training,Supply Chain Health & Safety Improvements,Employees Health & Safety OHSAS 18001,Employee Satisfaction,Salary Gap,Salaries and Wages from CSR reporting,Net Employment Creation,Number of Employees  from CSR reporting,Trade Union Representation,Turnover of Employees,Announced Layoffs To Total Employees,Announced Layoffs,Management Departures,Strikes,Women Employees,New Women Employees,Women Managers,HRC Corporate Equality Index,Flexible Working Hours,Day Care Services,Employees With Disabilities,Employee Health & Safety Training Hours,Injuries To Million Hours,Total Injury Rate Total,Total Injury Rate Contractors,Total Injury Rate Employees,Accidents Total,Contractor Accidents,Employee Accidents,Occupational Diseases,Employee Fatalities,Contractor Fatalities,Lost Days To Total Days,Lost Time Injury Rate Total,Lost Time Injury Rate Contractors,Lost Time Injury Rate Employees,Lost Working Days,Employee Lost Working Days,Contractor Lost Working Days,HIV-AIDS Program,Average Training Hours,Training Hours Total,Training Costs Total,Training Costs Per Employee,Internal Promotion,Management Training,Supplier ESG training,Wages Working Condition Controversies,Wages Working Condition Controversies Count,Diversity and Opportunity Controversies,Employees Health & Safety Controversies,Recent Wages Working Condition Controversies,Recent Diversity Opportunity Controversies,Recent Employee Health & Safety Controversies,Employee Resource Groups,BBBEE Level,Gender Pay Gap Percentage,Voluntary Turnover of Employees,Involuntary Turnover of Employees,OHSMS Certified Percentage,Average Employee Length of Service,Ethnic Minorities Employees Percentage,Asian - Ethnic Minorities Employees Percentage,Black or African American - Ethnic Minorities Employees Percentage,Hispanic or Latino - Ethnic Minorities Employees Percentage,White - Ethnic Minorities Employees Percentage,Other - Ethnic Minorities Employees Percentage,Ethnic Minorities Managers Percentage,Asian - Ethnic Minorities Managers Percentage,Black or African American - Ethnic Minorities Managers Percentage,Hispanic or Latino - Ethnic Minorities Managers Percentage,White - Ethnic Minorities Managers Percentage,Other - Ethnic Minorities Managers Percentage,Ethnic Minorities Salary Gap
MCD.N,False,True,False,True,False,True,True,True,True,,200000,,True,True,True,True,True,True,True,True,True,True,False,True,False,False,,897.784472769409,,-2.4390243902439,,,,0.0,,False,True,57.0,54.0,73.0,100,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,False,True,2,5,4,,,,True,,,,,,,69.0,6.0,22.0,34.0,31.0,7.0,63.0,8.0,14.0,37.0,37.0,4.0,
HD.N,False,False,False,True,True,True,True,True,True,,415700,,True,True,True,True,True,True,True,True,False,True,True,False,False,False,,,,0.653753026634374,400000,,,0.0,,False,False,33.0,33.4,32.0,90,False,True,,,24.45,24.45,,24.45,19560.0,,19560.0,,,,,6.05,,6.05,,,,False,,,,,True,True,False,False,,1,,,,,True,,,,,,,46.3,2.9,16.5,20.0,53.7,6.9,35.2,4.5,12.4,13.3,64.8,5.0,
SPG.N,False,False,False,False,False,True,False,False,False,,2400,900,False,True,True,True,True,True,True,True,True,False,True,False,False,False,,,,-20.0,3364,0.0,55.46559,0.0,,False,False,47.0,54.27729,44.5122,20,True,False,,,,,,,,,,,,,,,,,,,,False,,,,,True,True,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
HBAN.OQ,,,,,,,,,,,15578,,False,True,True,True,True,True,True,True,True,True,True,False,False,False,,73.7255549881797,,-0.549029622063335,15548,,9.4,0.0,,False,False,59.18,,,100,True,True,,,,,,,,,,,,,,,,,,,,False,28.0,429818.0,,,True,True,False,False,,,,,,,True,,98.0,9.4,,,,20.0,4.0,11.0,3.0,80.0,2.0,,,,,,,99.0
LVS.N,,,,,,,,,,,44500,200,False,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,0.0,44689,8.0,15.0,0.0,,False,False,50.0,46.0,43.0,85,True,True,0.14,,10.4,10.4,,10.4,958.0,,958.0,0.17,0,,0.002120179775281,1.5,,1.5,23587.0,23587.0,,False,54.0,2413206.0,30343831.0,681.883842696629,False,True,True,False,,,,,,,False,,,11.0,4.0,100.0,,72.0,23.0,8.0,36.0,28.0,5.0,46.0,5.0,24.0,11.0,54.0,6.0,
CTRA.N,,,,,,,,,,,503,,True,True,True,False,True,True,False,True,False,True,True,False,False,True,,,,83.5766423357664,,0.0,,0.0,,False,False,,,,,False,False,,25.0,0.39,,,0.39,,,,,0,,,,,0.39,,,,False,,,,,False,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
ON.OQ,,,,,,,,,,,31000,,False,True,True,True,True,True,True,True,False,True,True,True,False,True,85.0,,,-10.9195402298851,34500,,16.873,0.0,,False,False,44.0,55.0,20.0,20,False,False,,,3.75,3.75,,3.75,262.0,,262.0,0.0,0,0,6.9313935484e-05,,,,537.183,537.183,,False,19.75,688920.0,,,True,True,True,False,,,,,,,False,,,,,81.0,,27.9,18.8,1.5,4.8,72.1,2.8,,,,,,,
AIG.N,,,,,,,,,,,45000,,True,True,True,False,True,True,True,True,False,False,False,False,False,False,,,,-2.17391304347826,,,,0.0,,False,False,51.0,49.0,,100,True,False,,,,,,,,,,,,,,,,,,,,False,11.65,524250.0,,,True,True,False,False,,,,,,,True,,,,,,,42.0,,,,,,,,,,,,
AIZ.N,,,,,,,,,,,14100,,False,True,True,True,True,True,True,True,False,False,False,True,False,False,,,,-0.704225352112675,14100,,16.0,0.0,,False,False,60.0,,35.0,100,True,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,False,False,,,,,,,True,,,,,,6.0,52.0,,,,,,37.0,,,,,,
CARR.N,,,,,,,,,,,56000,,False,True,True,True,True,True,True,True,False,False,True,True,False,True,74.0,,,6.39308444951079,56000,42.142,8.7,0.0,,False,False,27.0,21.228,,,True,False,,,1.85,,,1.85,,,207.0,,0,1,,,,0.65,,,,False,,,,,False,True,True,False,,,,,,,True,,,8.7,,14.0,,,,,,,,,,,,,,
EVRG.OQ,,,,,,,,,,,5133,,False,True,True,True,False,False,False,True,False,False,False,False,False,False,,,,11.1760883690708,5133,54.70485,,0.0,,False,False,23.0,,,,False,False,,,4.4,4.4,,4.4,45.0,,45.0,,0,,,1.85,,1.85,,,,False,,,,,False,False,False,False,,,,,,,False,,,,,,,15.0,,,,,,,,,,,,
SMCI.OQ,,,,,,,,,,,3987,,False,True,True,True,False,False,False,True,False,False,True,False,False,True,,,,8.63760217983651,,0.0,,0.0,,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
COST.OQ,False,False,False,True,False,True,True,False,True,,288000,,False,True,True,True,True,True,True,True,False,False,False,True,False,False,,,,84.6153846153846,288000,8.2,17.7,0.0,,False,False,46.0,,36.4,60,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,True,True,True,False,,,,,,,False,,,13.2,4.5,,9.0,52.7,8.1,9.4,30.6,47.3,4.6,39.0,6.6,8.2,21.0,61.0,3.2,
MCO.N,,,,,,,,,,,11490,,False,True,True,True,True,True,True,True,True,True,True,False,False,True,76.0,,,4.45454545454544,11740,10.0,11.0,0.0,,False,False,41.0,,33.0,100,True,True,,,,,,,,,,,,,,,,,,,,False,21.0,205400.0,15262000.0,1328.28546562228,True,True,False,False,,,,,,,True,,82.54,7.0,4.0,,,,,,,,,,,,,,,
DIS.N,False,False,False,False,False,True,False,False,False,20.0,203000,,True,True,True,True,True,True,True,True,False,True,True,False,False,False,,,,-8.96860986547086,202811,54.0,,0.000449308962815,1,True,True,50.9,,42.8,100,True,True,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,False,False,,,1,,,,True,,,,,,,46.1,7.3,8.4,27.1,53.9,3.3,29.3,10.0,5.2,11.6,70.6,2.6,
LULU.OQ,False,False,False,True,False,True,True,True,False,,19000,,False,True,False,True,False,False,False,True,False,False,False,False,False,False,,,,21.0191082802548,,0.0,,0.0,,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,False,True,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
PAYX.OQ,,,,,,,,,,,15000,,False,True,True,True,True,True,True,True,False,True,True,False,False,False,81.0,94.8933828361151,,-3.84615384615384,15000,0.0,,0.0,,False,False,60.0,,54.0,,True,False,,,,,,,,,,,0,,,,,,,,,False,,,,,True,True,False,False,,,,,,,True,,100.0,,,,,,,,,,,,,,,,,
WSM.N,,,,,,,,,,,11600,15400,False,True,True,True,True,True,True,True,False,False,False,False,False,False,,,,1.75438596491229,,,,0.0,,False,False,69.0,,64.0,90,False,False,,,,,,,,,,,,,,,,,,,,True,,,,,False,False,True,False,,,,,,,True,,,,,,,38.99,7.01,12.59,14.9,61.01,4.49,33.86,12.46,7.24,9.32,66.14,4.84,
AMD.OQ,False,True,False,True,False,True,True,True,False,31.2,12600,,False,True,True,True,True,True,True,True,False,True,True,False,False,True,,,,10.5263157894737,12637,15.0,6.5,0.0,,False,False,24.0,21.0,14.0,100,True,False,,,0.2,0.2,0.0,0.28969,6.0,0.0,4.0,,0,0,,0.1,0.0,5.0,,,,False,,,,,False,True,True,False,,,,,,,True,,,5.5,1.0,,,50.0,43.0,1.0,5.0,50.0,1.0,,,,,,,
REG.OQ,,,,,,,,,,,431,,False,True,True,True,True,True,True,True,False,False,True,False,False,True,87.0,,,-4.22222222222223,433,0.0,14.0,0.0,,False,False,59.0,60.0,11.0,,False,False,6.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0,,0.0,0.0,,0.0,0.0,0.0,,False,24.0,10528.0,,,False,True,False,False,,,,,,,False,,98.42,10.0,4.0,,8.0,23.0,6.0,6.0,8.0,77.0,3.0,,,,,,,
DHI.N,False,False,False,False,False,False,False,False,False,,9716,,False,True,True,False,True,False,True,True,False,False,True,False,False,True,,,,8.97263346792283,,,,0.0,,False,False,,,,20,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
TTD.OQ,,,,,,,,,,,1545,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,17.9389312977099,,,,0.0,,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
TRV.N,,,,,,,,,,,30600,,False,True,True,True,True,True,True,True,False,False,True,False,False,False,,,,-0.649350649350644,30572,,6.9,0.0,,False,False,55.0,,,100,True,True,,,,,,,,,,,,,,,,,,,,False,,,,,True,True,False,False,,,,,,,True,,,5.6,1.2,,12.0,25.0,,,,,,,,,,,,
MOS.N,,,,,,,,,,,12617,,False,True,True,True,True,True,True,True,True,True,True,False,False,True,,109.212116623799,1477400000,0.134920634920643,11844,76.0,11.0,0.0,,False,False,14.65836,25.24483,17.0,60,True,False,,267548.0,2.48808,2.48808,1.65,3.65,161.0,64.0,97.0,,0,0,,0.3,,,,,,False,37.0,442130.0,,,False,True,False,False,,,,,,,False,,,,,97.39,,28.0,,,,72.0,28.0,25.0,,,,,,
WDC.OQ,,,,,,,,,,,63800,,False,True,True,True,True,True,True,True,False,True,True,True,True,True,,,,3.23624595469256,65203,,17.8,0.0,,False,False,58.24119,26.0,26.1,100,False,False,,,0.64337,,,0.64337,95.0,13.0,82.0,,0,0,,,,0.4,,,,False,,,,,False,True,True,False,,,,,,,True,,,8.4,9.4,100.0,,,,,,,,56.6,48.9,1.0,4.4,43.4,2.3,
VTR.N,,,,,,,,,,,448,,False,True,True,True,True,True,True,True,True,False,True,False,False,True,,308.15128540305,18360000,-13.1782945736434,442,0.0,6.4,0.0,,False,False,47.0,,51.0,,False,True,,,3.65,3.65,,3.65,,,,,0,,0.0,1.0,,1.0,0.0,0.0,,False,10.455,4621.0,,,True,True,False,False,,,,,,,True,,,6.4,,,,22.0,,,,,,,,,,,,
IVZ.N,,,,,,,,,,,8512,,False,True,True,False,True,True,True,True,True,True,True,False,False,True,,,,-3.50300419453576,8444,0.0,6.5,0.0,,False,False,37.70488,,33.0,85,True,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,False,False,,,,,,,True,,,6.48,0.02,,,39.84,15.42,10.04,7.1,61.16,6.28,,,,,,,
ZBRA.OQ,,,,,,,,,,,8800,,False,True,True,False,True,False,True,True,False,False,True,False,False,False,,,,7.31707317073171,,,,0.0,,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,False,False,,,,,,,True,,,,,,,,,,,,,,,,,,,
AMAT.OQ,True,False,False,True,False,True,True,True,False,6.35,24000,,False,True,True,True,True,True,True,True,True,True,True,False,False,True,,,,9.09090909090908,25775,,4.8,0.0,,False,False,17.8,,15.5,100,False,False,,,1.65,1.65,,1.65,85.0,,85.0,,0,,0.000158945833333,1.15,,1.15,953.675,953.675,,False,43.0,1436271.0,,,False,True,True,False,,,,,,,True,,,4.8,,,,52.0,37.3,3.9,8.4,48.0,2.4,48.1,34.4,4.2,7.2,51.9,2.3,
STX.OQ,,,,,,,,,,,42000,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,,,,3.7037037037037,41664,14.0,8.2,0.0,,False,False,58.8,16.5,26.2,100,False,False,,,0.9,0.9,,0.9,75.0,,75.0,,0,,,0.5,,0.5,,,,False,7.8,325000.0,,,True,True,True,False,,,,,,,True,,,8.2,,100.0,,,,,,,,,,,,,,
FDS.N,,,,,,,,,,,10484,,False,True,True,False,True,True,True,True,False,False,True,False,False,False,92.0,,,8.29459766553042,10000,0.0,12.0,0.0,,False,False,37.3,,,100,True,False,,,,,,,,,,,,,,,,,,,,False,20.0,217222.0,,,False,True,False,False,,,,,,,True,,92.1,9.8,2.2,,,38.0,20.9,2.6,4.3,62.0,10.2,,,,,,,
KVUE.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYK.N,False,False,False,False,False,True,False,False,False,,46000,,False,True,True,True,True,True,True,True,False,True,True,False,False,True,,,,6.9767441860465,46000,,12.49888,0.0,,False,False,36.6,,33.3,100,True,True,,,3.5,3.5,,3.5,322.0,,322.0,,,,,,,,,,,False,,22000.0,,,True,True,False,False,,,,,,,True,,,,,,,29.8,7.5,5.6,10.6,70.2,6.1,23.1,10.0,2.5,5.5,76.9,5.1,
DELL.N,,,,,,,,,,,165000,,False,True,True,True,True,True,True,True,True,True,True,True,True,True,93.0,,,5.09554140127388,,,,0.0,,False,False,31.1,,24.4,100,True,False,,,0.4,,,0.4,,,132.0,,0,,,,,0.2,,,,False,,,,,True,True,True,False,,,,,,,True,,,,,,,30.4,14.5,5.1,8.2,69.6,2.6,23.3,11.7,3.0,6.9,76.7,1.7,
VRSN.OQ,,,,,,,,,,,907,,False,True,True,False,True,True,True,True,False,False,True,False,False,False,,,,4.0137614678899,838,0.0,,0.0,,False,False,29.0,,,,False,True,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,False,False,,,,,,,True,,,,,,8.0,43.79,31.86,5.85,3.34,56.21,2.74,,,,,,,
TECH.OQ,,,,,,,,,,,2600,,False,True,True,True,True,True,True,True,False,True,True,False,False,False,87.0,,,13.0434782608696,2700,0.0,,0.0,,False,False,50.0,,44.0,,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,False,False,,,,,,,True,,,,,,,33.0,,,,,,28.0,,,,,,
NVR.N,,,,,,,,,,,6100,,False,True,True,False,True,True,True,True,False,False,True,False,False,False,,,,7.01754385964912,,0.0,,0.0,,False,False,,,,0,False,False,,,2.41,,0.0,2.41,31.0,0.0,31.0,,0,0,,,0.0,,,,0.0,False,,,,,True,True,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
JBL.N,,,,,,,,,,,238000,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,,,,-0.83333333333333,234154,,,0.0,,False,False,41.0,35.0,31.0,,False,False,,,0.8,,,0.8,,,449.0,,0,,,,,0.45,,,,False,34.0,7961236.0,,,True,True,True,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
XYZ.N,,,,,,,,,,,5477,,False,True,True,False,True,True,True,True,True,False,False,False,False,False,,,,42.8161668839635,5477,,,0.0,,False,False,41.4,,,,True,False,,,,,,,,,,,,,,,,,,,,False,,,,,True,True,False,False,,,,,,,True,,,,,,,,,,,,,,,,,,,
LOW.N,False,False,False,True,False,True,True,False,False,,200000,120000,False,True,True,True,True,True,True,True,False,True,True,True,False,False,,,,5.26315789473684,298400,,,0.073539288112827,219,False,False,36.0,,,100,False,True,,,31.85,31.85,,31.85,17263.0,,17263.0,,,,,11.75,,11.75,,,,False,12.0,3580800.0,,,False,True,True,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
BSX.N,,,,,,,,,,,38000,,True,True,True,True,True,True,True,True,True,True,True,False,False,True,,,,5.55555555555556,38000,,10.3,0.0,0,False,False,47.4,48.9,39.9,100,True,True,,,2.35,,,2.35,,,179.0,4.7,0,0,,1.7,,1.7,,,,False,,,,,False,True,False,False,,,,,,,True,,,7.1,3.2,,,34.1,13.6,7.9,10.3,65.9,2.3,,,,,,,
SYY.N,,,,,,,,,,,58000,,False,True,True,True,True,True,True,True,True,True,True,False,False,True,82.0,,,1.75438596491229,58000,19.0,,0.0,,False,False,19.0,,24.0,80,True,True,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,False,False,,,,,,,True,,,,,,,47.0,4.0,17.0,22.0,53.0,4.0,26.0,4.0,8.0,12.0,74.0,2.0,
FCX.N,,,,,,,,,,,24500,,False,True,True,True,True,True,True,True,True,True,True,True,True,True,,180.467658370044,2270000000,-10.9090909090909,24500,32.0,15.0,0.0,,False,True,13.0,22.0,13.0,20,False,False,,,3.45,3.45,2.5,4.0,418.0,222.0,196.0,,1,4,,1.5,1.2,1.65,,,,True,,,,,False,True,True,False,,,,,,,False,,,9.0,6.0,,,47.0,1.0,1.0,40.0,53.0,5.0,,,,,,,
MAS.N,,,,,,,,,,,18000,,False,True,True,True,True,True,True,True,True,True,True,False,False,False,78.0,,,0.0,18000,2.0,11.0,0.0,,False,False,,,32.0,80,False,False,,,7.0,7.0,,7.0,252.0,,252.0,,0,,,4.0,,4.0,,,,False,,,,,False,True,False,False,,,,,,,False,,,11.0,,,9.7,45.0,5.0,14.0,23.0,55.0,3.0,25.0,,,,,,
BEN.N,,,,,,,,,,,11800,,False,False,False,False,True,True,True,True,True,False,False,False,False,False,,57.6354970916271,,22.9166666666667,,,,0.0,,False,False,41.0,,23.0,100,True,True,,,,,,,,,,,,,,,,,,,,False,,,,,False,False,False,False,,,,,,,True,,70.7,,,,,,,,,,,,,,,,,
META.OQ,False,False,False,False,False,False,False,False,False,,58604,,True,True,True,True,True,True,True,True,True,False,False,True,False,False,,,,30.3991811668373,,,,0.0,,False,True,37.0,,34.2,100,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,True,False,,1,1,,,,True,,100.0,,,,,59.0,44.4,3.9,6.3,41.0,4.4,36.8,25.4,3.4,4.3,63.2,3.7,100.0
PAYC.N,False,False,False,False,False,False,False,False,False,,5385,,False,True,True,False,True,True,True,True,False,False,False,False,False,False,,,,27.6671408250356,,,,0.0,,False,False,51.3,,48.5,,False,True,,,,,,,,,,,,,,,,,,,,False,,,,,True,True,False,False,,,,,,,False,,,,,,,33.6,,,,,,16.0,4.3,2.4,4.1,84.0,5.2,
EXPE.OQ,,,,,,,,,,,14800,,False,True,True,True,True,True,True,True,False,False,False,False,False,False,70.0,2021.42480405717,,-22.5130890052356,14000,,19.6,0.0,,False,False,47.2,45.4,37.6,100,True,True,,,,,,,,,,,,,,,,,,,,False,,,,,False,False,False,False,,,,,,,True,,88.6,19.6,,,,44.8,30.4,3.5,7.5,55.2,3.4,31.9,24.3,1.0,4.0,68.1,2.6,
RJF.N,,,,,,,,,,,14800,,False,False,False,False,True,True,True,True,False,False,False,False,False,False,,33.7147520585544,,4.22535211267605,,,,0.0,,False,False,44.0,,23.0,100,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,False,False,,,,,,,True,,,,,,,18.0,,,,,,9.0,,,,,,
CL.N,False,True,True,True,True,True,False,True,False,,34200,,False,True,True,True,True,True,True,True,False,True,True,True,True,True,81.0,,,-0.291545189504372,34200,24.7,,0.0,,False,False,40.2,,40.7,100,True,True,,,0.95,,,0.95,97.0,17.0,80.0,,0,1,0.000179649122807,,1.8,0.25,,1536.0,,True,20.0,684000.0,,,False,True,True,False,,,,,,,True,,100.0,,,,,33.0,8.0,9.0,11.0,67.0,5.0,39.4,,,,,,
VICI.N,False,False,False,False,False,False,False,False,True,,147,,False,True,True,True,True,True,True,True,False,False,False,False,False,False,,,,5.0,,,,0.0,,False,False,50.0,,,,False,False,,,,,,,,,,,,,,,,,,,,False,4.5,,,,False,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,
UNH.N,False,False,False,False,False,True,False,False,False,,330000,,False,True,True,True,True,True,True,True,False,False,True,True,False,False,76.0,,,1.53846153846153,330000,,13.0,0.0,,False,False,70.0,74.0,56.0,100,True,True,,,,,,,,,,,,,,,,,,,,False,19.0,6270000.0,313500000.0,950.0,False,True,True,False,,,,,,,True,,100.0,12.0,1.0,,,41.0,,,,,,36.0,,,,,,100.0
